celula	algoritmo	seed	migracao	cenario	inicio	fim	parede_s	cpu_usuario_s	cpu_sistema_s	pico_memoria_kb	codigo_saida	tentativas	trabalhador_pid	sha256_binario
az-anticorr-alta	cnemesis	64	cnemesis	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:59:44-03:00	2026-08-07T14:17:23-03:00	1059.17	1053.21	1.03	118308	0	1	517656	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	cnemesis	65	cnemesis	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:59:58-03:00	2026-08-07T14:18:16-03:00	1097.92	1092.71	0.98	118976	0	1	517966	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	cnemesis	66	cnemesis	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T14:07:58-03:00	2026-08-07T14:26:18-03:00	1100.66	1095.82	0.68	115744	0	1	535163	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	cnemesis	67	cnemesis	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T14:08:48-03:00	2026-08-07T14:34:46-03:00	1558.56	1552.12	1.48	115924	0	1	536317	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	cnemesis	68	cnemesis	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T14:11:52-03:00	2026-08-07T14:32:08-03:00	1215.58	1211.40	0.53	116168	0	1	540602	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	cnemesis	69	cnemesis	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T14:12:17-03:00	2026-08-07T14:36:57-03:00	1480.24	1474.81	1.45	119088	0	1	541221	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	cnemesis	70	cnemesis	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T14:13:43-03:00	2026-08-07T14:39:40-03:00	1556.98	1550.25	2.64	118472	0	1	543100	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	cnemesis	71	cnemesis	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T14:15:49-03:00	2026-08-07T14:40:06-03:00	1456.60	1451.49	1.03	116308	0	1	545848	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	52	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:39:59-03:00	2026-08-07T13:40:24-03:00	25.20	24.54	0.33	107112	0	1	491497	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	53	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:04-03:00	2026-08-07T13:40:28-03:00	23.96	23.55	0.31	109644	0	1	491634	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
