celula,algoritmo,seed,git_sha,total_kwh,total_gco2,total_migrations,total_mig_bytes,mean_active_hosts,final_sla_violations,total_unplaced_vms,algo_wall_total_us,fonte_carbono
az-em2021-folgada,first_fit,51,305e2b27726305e196eea090fabc312280b39e1f,45.33535733377785,20926.929010302614,0,0.0,134.95416666666668,0,0,770,em2021
az-em2021-folgada,follow_renewables,42,305e2b27726305e196eea090fabc312280b39e1f,42.42087635598203,7874.822296671142,366,3005644.799999237,106.98333333333333,0,0,13710,em2021
az-em2021-folgada,follow_renewables,43,305e2b27726305e196eea090fabc312280b39e1f,42.86537371462349,7988.229940309259,325,2669772.799999237,106.54583333333333,0,0,15289,em2021
az-em2021-folgada,follow_renewables,44,305e2b27726305e196eea090fabc312280b39e1f,42.198139424282466,7799.6428697452375,323,2646016.0,104.35833333333333,0,0,10296,em2021
az-em2021-folgada,follow_renewables,45,305e2b27726305e196eea090fabc312280b39e1f,43.39123128146282,8198.064332023194,372,3047424.0,106.67083333333333,0,0,14293,em2021
az-em2021-folgada,follow_renewables,46,305e2b27726305e196eea090fabc312280b39e1f,43.40351266238308,8178.293882967617,359,2244608.0,106.56666666666666,0,0,11004,em2021
az-em2021-folgada,follow_renewables,47,305e2b27726305e196eea090fabc312280b39e1f,43.23267160736538,8201.334174555579,371,3039232.0,105.65,0,0,14452,em2021
az-em2021-folgada,follow_renewables,48,305e2b27726305e196eea090fabc312280b39e1f,42.311131747697615,7899.994929611612,343,2817228.799999237,106.01666666666667,0,0,9991,em2021
az-em2021-folgada,follow_renewables,49,305e2b27726305e196eea090fabc312280b39e1f,41.65763462745377,7571.959104417282,376,3094937.599998474,105.87916666666666,0,0,9933,em2021
az-em2021-folgada,follow_renewables,50,305e2b27726305e196eea090fabc312280b39e1f,41.28263865229837,7522.478617799183,351,2875392.0,106.1,0,0,14037,em2021
az-em2021-folgada,follow_renewables,51,305e2b27726305e196eea090fabc312280b39e1f,42.161956137305665,7764.050083847636,358,2932736.0,106.97916666666667,0,0,14348,em2021
az-em2021-folgada,followme_s,42,305e2b27726305e196eea090fabc312280b39e1f,40.468144687628055,7801.029105721465,872,7198898.461029053,124.3125,704,0,30827,em2021
az-em2021-folgada,followme_s,43,305e2b27726305e196eea090fabc312280b39e1f,38.46004065122086,7179.227032344127,987,8130826.921287537,122.54166666666667,685,0,29635,em2021
az-em2021-folgada,followme_s,44,305e2b27726305e196eea090fabc312280b39e1f,38.945431920897654,7160.10402252984,914,7538429.105547905,120.59166666666667,0,0,29804,em2021
az-em2021-folgada,followme_s,45,305e2b27726305e196eea090fabc312280b39e1f,39.806443781231074,7632.57860334362,873,7192185.83072567,122.02083333333333,883,0,30566,em2021
az-em2021-folgada,followme_s,46,305e2b27726305e196eea090fabc312280b39e1f,39.11691098768759,7294.815917687854,952,7869777.637653351,122.8,815,0,30325,em2021
az-em2021-folgada,followme_s,47,305e2b27726305e196eea090fabc312280b39e1f,39.44390993491804,7513.0748512940345,888,7330806.599169731,120.71666666666667,761,0,30645,em2021
az-em2021-folgada,followme_s,48,305e2b27726305e196eea090fabc312280b39e1f,39.00094841287523,7233.324967699464,953,7858231.781985283,120.92916666666666,1529,0,31239,em2021
az-em2021-folgada,followme_s,49,305e2b27726305e196eea090fabc312280b39e1f,40.19146129301896,7607.408280453981,1031,8519953.09804821,125.6625,0,0,30885,em2021
az-em2021-folgada,followme_s,50,305e2b27726305e196eea090fabc312280b39e1f,40.57478115230532,7524.868278323732,947,7802518.280572891,125.8625,285,0,30093,em2021
az-em2021-folgada,followme_s,51,305e2b27726305e196eea090fabc312280b39e1f,40.17991780398072,7439.018595889031,992,8170968.133637428,125.79166666666667,548,0,28998,em2021
az-em2021-folgada,lowest_carbon_dc,42,305e2b27726305e196eea090fabc312280b39e1f,43.57729968931233,8534.544404937134,0,0.0,134.9875,0,0,4426,em2021
az-em2021-folgada,lowest_carbon_dc,43,305e2b27726305e196eea090fabc312280b39e1f,42.733890381289484,8165.338521142485,0,0.0,134.82916666666668,0,0,3612,em2021
az-em2021-folgada,lowest_carbon_dc,44,305e2b27726305e196eea090fabc312280b39e1f,42.83420609094772,8129.178276411648,0,0.0,133.475,0,0,4377,em2021
az-em2021-folgada,lowest_carbon_dc,45,305e2b27726305e196eea090fabc312280b39e1f,43.35906044812738,8537.833858972848,0,0.0,135.25416666666666,0,0,4249,em2021
az-em2021-folgada,lowest_carbon_dc,46,305e2b27726305e196eea090fabc312280b39e1f,42.894775995715186,8258.375882867425,0,0.0,135.15,0,0,4326,em2021
az-em2021-folgada,lowest_carbon_dc,47,305e2b27726305e196eea090fabc312280b39e1f,43.07616910736356,8518.204536288598,0,0.0,134.54166666666666,0,0,4291,em2021
az-em2021-folgada,lowest_carbon_dc,48,305e2b27726305e196eea090fabc312280b39e1f,43.104850081028836,8459.378381627897,0,0.0,134.05,0,0,4555,em2021
az-em2021-folgada,lowest_carbon_dc,49,305e2b27726305e196eea090fabc312280b39e1f,42.381102127451186,8206.18164686675,0,0.0,132.2875,0,0,4526,em2021
az-em2021-folgada,lowest_carbon_dc,50,305e2b27726305e196eea090fabc312280b39e1f,42.52486448562876,8113.002546315138,0,0.0,133.40833333333333,0,0,4421,em2021
az-em2021-folgada,lowest_carbon_dc,51,305e2b27726305e196eea090fabc312280b39e1f,43.249067803969425,8256.684949180297,0,0.0,135.85416666666666,0,0,4006,em2021
az-em2021-folgada,round_robin,42,305e2b27726305e196eea090fabc312280b39e1f,129.83703458629944,60366.05635583345,0,0.0,356.3,0,0,1807,em2021
az-em2021-folgada,round_robin,43,305e2b27726305e196eea090fabc312280b39e1f,134.16766401842116,62100.05728772834,0,0.0,367.65,0,0,1886,em2021
az-em2021-folgada,round_robin,44,305e2b27726305e196eea090fabc312280b39e1f,130.3212635907036,60208.17893373766,0,0.0,360.6791666666667,0,0,1231,em2021
az-em2021-folgada,round_robin,45,305e2b27726305e196eea090fabc312280b39e1f,132.49317268304688,60882.50772162188,0,0.0,364.3958333333333,0,0,1834,em2021
az-em2021-folgada,round_robin,46,305e2b27726305e196eea090fabc312280b39e1f,133.66136878627057,61413.73827184194,0,0.0,369.4,0,0,1770,em2021
az-em2021-folgada,round_robin,47,305e2b27726305e196eea090fabc312280b39e1f,130.6194248334846,59788.12285552612,0,0.0,357.29583333333335,0,0,1469,em2021
az-em2021-folgada,round_robin,48,305e2b27726305e196eea090fabc312280b39e1f,132.20552277830134,60861.23917227637,0,0.0,362.175,0,0,1618,em2021
az-em2021-folgada,round_robin,49,305e2b27726305e196eea090fabc312280b39e1f,129.82523154587295,59486.78774900899,0,0.0,361.7916666666667,0,0,1831,em2021
az-em2021-folgada,round_robin,50,305e2b27726305e196eea090fabc312280b39e1f,131.3230452431338,60311.383810826555,0,0.0,362.15416666666664,0,0,1747,em2021
az-em2021-folgada,round_robin,51,305e2b27726305e196eea090fabc312280b39e1f,132.60981205784623,61571.44631926395,0,0.0,367.84166666666664,0,0,1786,em2021
az-em2021-folgada,worst_fit,42,305e2b27726305e196eea090fabc312280b39e1f,62.580204508411434,29007.257931621283,0,0.0,82.1125,0,0,1954,em2021
az-em2021-folgada,worst_fit,43,305e2b27726305e196eea090fabc312280b39e1f,60.42436647802955,27639.474259878236,0,0.0,79.3875,0,0,3048,em2021
az-em2021-folgada,worst_fit,44,305e2b27726305e196eea090fabc312280b39e1f,61.938467321495246,28449.18630983608,0,0.0,81.34166666666667,0,0,2244,em2021
az-em2021-folgada,worst_fit,45,305e2b27726305e196eea090fabc312280b39e1f,61.03421587052243,28163.829716368822,0,0.0,80.13333333333334,0,0,2889,em2021
az-em2021-folgada,worst_fit,46,305e2b27726305e196eea090fabc312280b39e1f,61.67091639165624,28215.56019543927,0,0.0,81.07916666666667,0,0,2870,em2021
az-em2021-folgada,worst_fit,47,305e2b27726305e196eea090fabc312280b39e1f,60.7121369181718,27727.272540820908,0,0.0,79.80416666666666,0,0,2614,em2021
az-em2021-folgada,worst_fit,48,305e2b27726305e196eea090fabc312280b39e1f,61.573731208524,28660.96952427745,0,0.0,80.74583333333334,0,0,2547,em2021
az-em2021-folgada,worst_fit,49,305e2b27726305e196eea090fabc312280b39e1f,60.58325400612797,27494.466759842442,0,0.0,79.69583333333334,0,0,2264,em2021
az-em2021-folgada,worst_fit,50,305e2b27726305e196eea090fabc312280b39e1f,60.3489338086096,27428.73095525331,0,0.0,79.41666666666667,0,0,2496,em2021
az-em2021-folgada,worst_fit,51,305e2b27726305e196eea090fabc312280b39e1f,61.63508062728045,28300.587074849514,0,0.0,80.96666666666667,0,0,2976,em2021
az-em2021-folgada,wsnb,42,305e2b27726305e196eea090fabc312280b39e1f,43.54154567628665,8513.271521384218,0,0.0,134.7,0,0,2710,em2021
az-em2021-folgada,wsnb,43,305e2b27726305e196eea090fabc312280b39e1f,42.3751862181164,8050.641939018907,0,0.0,133.12083333333334,0,0,2851,em2021
az-em2021-folgada,wsnb,44,305e2b27726305e196eea090fabc312280b39e1f,42.59946244835646,8121.245245250108,0,0.0,134.09583333333333,0,0,2584,em2021
az-em2021-folgada,wsnb,45,305e2b27726305e196eea090fabc312280b39e1f,43.266331551203606,8508.321657944825,0,0.0,134.96666666666667,0,0,2725,em2021
az-em2021-folgada,wsnb,46,305e2b27726305e196eea090fabc312280b39e1f,42.854859757567,8223.877153618989,0,0.0,135.04166666666666,0,0,2571,em2021
az-em2021-folgada,wsnb,47,305e2b27726305e196eea090fabc312280b39e1f,42.03022574159019,8124.67823552613,0,0.0,132.61666666666667,0,0,2295,em2021
az-em2021-folgada,wsnb,48,305e2b27726305e196eea090fabc312280b39e1f,42.90414451683171,8269.819674337368,0,0.0,134.14583333333334,0,0,2600,em2021
az-em2021-folgada,wsnb,49,305e2b27726305e196eea090fabc312280b39e1f,42.589399844996805,8304.62276757704,0,0.0,134.29166666666666,0,0,3034,em2021
az-em2021-folgada,wsnb,50,305e2b27726305e196eea090fabc312280b39e1f,42.309703814840944,8029.537645722995,0,0.0,133.66666666666666,0,0,1977,em2021
az-em2021-folgada,wsnb,51,305e2b27726305e196eea090fabc312280b39e1f,42.69962816415236,8200.193487673743,0,0.0,133.80416666666667,0,0,1334,em2021
go-em2021-alta,best_fit,42,305e2b27726305e196eea090fabc312280b39e1f,145.05703147633852,66846.77494374476,0,0.0,405.64166666666665,0,170,9977,em2021
go-em2021-alta,best_fit,43,305e2b27726305e196eea090fabc312280b39e1f,144.8356128907519,66859.2311811684,0,0.0,404.57916666666665,0,58,10594,em2021
go-em2021-alta,best_fit,44,305e2b27726305e196eea090fabc312280b39e1f,144.8464617334106,66786.80466705472,0,0.0,405.8,0,162,10612,em2021
go-em2021-alta,best_fit,45,305e2b27726305e196eea090fabc312280b39e1f,144.4786327061894,66656.7380165203,0,0.0,404.6333333333333,0,155,11999,em2021
go-em2021-alta,best_fit,46,305e2b27726305e196eea090fabc312280b39e1f,144.98127911264467,66869.47712374319,0,0.0,405.34583333333336,0,113,9583,em2021
go-em2021-alta,best_fit,47,305e2b27726305e196eea090fabc312280b39e1f,145.29454783715232,66848.05427361958,0,0.0,406.3833333333333,0,152,10299,em2021
go-em2021-alta,best_fit,48,305e2b27726305e196eea090fabc312280b39e1f,144.81142238699135,66805.58201086047,0,0.0,405.275,0,133,10229,em2021
go-em2021-alta,best_fit,49,305e2b27726305e196eea090fabc312280b39e1f,144.91856174580906,66749.19996424965,0,0.0,405.35833333333335,0,157,9510,em2021
go-em2021-alta,best_fit,50,305e2b27726305e196eea090fabc312280b39e1f,144.06847631557994,66338.06506128576,0,0.0,404.56666666666666,0,174,12383,em2021
go-em2021-alta,best_fit,51,305e2b27726305e196eea090fabc312280b39e1f,143.79536347195554,66372.9807452955,0,0.0,403.55,0,70,10967,em2021
go-em2021-alta,bfd,42,305e2b27726305e196eea090fabc312280b39e1f,143.7137776135312,66235.89443930666,0,0.0,405.7291666666667,0,734,11493,em2021
go-em2021-alta,bfd,43,305e2b27726305e196eea090fabc312280b39e1f,144.11004580629037,66644.04083171002,0,0.0,407.12916666666666,0,600,12949,em2021
go-em2021-alta,bfd,44,305e2b27726305e196eea090fabc312280b39e1f,144.34594515033933,66553.36847074305,0,0.0,406.52916666666664,0,658,14568,em2021
go-em2021-alta,bfd,45,305e2b27726305e196eea090fabc312280b39e1f,144.6152349326526,66629.11101180466,0,0.0,406.85,0,861,13013,em2021
go-em2021-alta,bfd,46,305e2b27726305e196eea090fabc312280b39e1f,143.65046964697257,66571.92229298386,0,0.0,405.57916666666665,0,907,13781,em2021
go-em2021-alta,bfd,47,305e2b27726305e196eea090fabc312280b39e1f,145.31622862051103,66914.72679512488,0,0.0,408.6458333333333,0,808,12950,em2021
go-em2021-alta,bfd,48,305e2b27726305e196eea090fabc312280b39e1f,144.61232982702634,66663.05957200658,0,0.0,407.89166666666665,0,664,13430,em2021
go-em2021-alta,bfd,49,305e2b27726305e196eea090fabc312280b39e1f,144.0950955372913,66465.25554912198,0,0.0,406.6041666666667,0,629,13203,em2021
go-em2021-alta,bfd,50,305e2b27726305e196eea090fabc312280b39e1f,143.95432714912403,66423.0899155199,0,0.0,406.49583333333334,0,747,9987,em2021
go-em2021-alta,bfd,51,305e2b27726305e196eea090fabc312280b39e1f,143.6179948825967,66252.13834834595,0,0.0,405.99583333333334,0,743,10604,em2021
go-em2021-alta,cnemesis,42,305e2b27726305e196eea090fabc312280b39e1f,144.0977587542958,64035.5891540761,432,7830574.084915161,390.8,5732,177,197856,em2021
go-em2021-alta,cnemesis,43,305e2b27726305e196eea090fabc312280b39e1f,143.65381892232037,63690.816769636425,451,8154780.094021797,388.93333333333334,8005,107,177535,em2021
go-em2021-alta,cnemesis,44,305e2b27726305e196eea090fabc312280b39e1f,143.76912877773012,63738.16846848557,441,7920247.806174278,389.3625,11965,150,193136,em2021
go-em2021-alta,cnemesis,45,305e2b27726305e196eea090fabc312280b39e1f,143.63781790007312,63704.41092502355,445,8394649.722640991,390.42083333333335,5684,110,180272,em2021
go-em2021-alta,cnemesis,46,305e2b27726305e196eea090fabc312280b39e1f,143.12803520794333,63388.01357679717,449,8346677.44867897,386.5833333333333,6879,134,191811,em2021
go-em2021-alta,cnemesis,47,305e2b27726305e196eea090fabc312280b39e1f,143.91014754047032,63846.66771435725,454,8323815.820847511,389.65416666666664,10195,111,185708,em2021
go-em2021-alta,cnemesis,48,305e2b27726305e196eea090fabc312280b39e1f,143.19580885039596,63432.25067835444,437,8393108.588046074,388.18333333333334,7691,107,181980,em2021
go-em2021-alta,cnemesis,49,305e2b27726305e196eea090fabc312280b39e1f,142.6615800930482,62953.87118534861,436,8386817.556450844,385.0625,13053,104,174471,em2021
go-em2021-alta,cnemesis,50,305e2b27726305e196eea090fabc312280b39e1f,142.8221544358181,63291.54200348706,460,8037408.128306389,388.8666666666667,8664,134,195176,em2021
go-em2021-alta,cnemesis,51,305e2b27726305e196eea090fabc312280b39e1f,143.52187819904017,63640.54484732786,446,8438901.252376556,390.0125,10278,128,200484,em2021
go-em2021-alta,ffd,42,305e2b27726305e196eea090fabc312280b39e1f,145.36068257629003,66302.7456813106,0,0.0,398.025,0,349,8458,em2021
go-em2021-alta,ffd,43,305e2b27726305e196eea090fabc312280b39e1f,144.6596726140154,66004.15800877588,0,0.0,396.05,0,253,8184,em2021
go-em2021-alta,ffd,44,305e2b27726305e196eea090fabc312280b39e1f,143.80172493671438,65807.96249823373,0,0.0,394.5416666666667,0,401,6678,em2021
go-em2021-alta,ffd,45,305e2b27726305e196eea090fabc312280b39e1f,144.3367556556978,65883.96017443323,0,0.0,396.3,0,498,7229,em2021
go-em2021-alta,ffd,46,305e2b27726305e196eea090fabc312280b39e1f,144.11397464714338,65925.5106603624,0,0.0,395.2291666666667,0,478,7779,em2021
go-em2021-alta,ffd,47,305e2b27726305e196eea090fabc312280b39e1f,144.96523960762426,66397.46724619545,0,0.0,397.0,0,502,6653,em2021
go-em2021-alta,ffd,48,305e2b27726305e196eea090fabc312280b39e1f,144.94677613286143,66462.33896889808,0,0.0,397.44166666666666,0,368,8893,em2021
go-em2021-alta,ffd,49,305e2b27726305e196eea090fabc312280b39e1f,144.67508259439302,66247.69724288041,0,0.0,396.7875,0,438,7997,em2021
go-em2021-alta,ffd,50,305e2b27726305e196eea090fabc312280b39e1f,144.10844485016685,65878.28995723145,0,0.0,395.1,0,481,10448,em2021
go-em2021-alta,ffd,51,305e2b27726305e196eea090fabc312280b39e1f,144.44591773790825,65990.73925086306,0,0.0,395.3541666666667,0,398,8357,em2021
go-em2021-alta,first_fit,42,305e2b27726305e196eea090fabc312280b39e1f,144.79512169258578,66303.64756291256,0,0.0,394.45416666666665,0,405,8647,em2021
go-em2021-alta,first_fit,43,305e2b27726305e196eea090fabc312280b39e1f,144.09755924684032,65739.64390145295,0,0.0,392.9458333333333,0,247,10617,em2021
go-em2021-alta,first_fit,44,305e2b27726305e196eea090fabc312280b39e1f,144.91105559171106,66249.81668583343,0,0.0,394.65416666666664,0,354,8842,em2021
go-em2021-alta,first_fit,45,305e2b27726305e196eea090fabc312280b39e1f,143.9043426244774,65813.117020468,0,0.0,392.225,0,283,5695,em2021
go-em2021-alta,first_fit,46,305e2b27726305e196eea090fabc312280b39e1f,143.42855180156127,65624.01896128392,0,0.0,391.975,0,342,6573,em2021
go-em2021-alta,first_fit,47,305e2b27726305e196eea090fabc312280b39e1f,144.50349132203556,65994.84129880715,0,0.0,394.3333333333333,0,368,7501,em2021
go-em2021-alta,first_fit,48,305e2b27726305e196eea090fabc312280b39e1f,144.71970164944125,66189.86229507317,0,0.0,393.96666666666664,0,326,5852,em2021
go-em2021-alta,first_fit,49,305e2b27726305e196eea090fabc312280b39e1f,143.6888395315136,65820.52439103785,0,0.0,391.26666666666665,0,263,7388,em2021
go-em2021-alta,first_fit,50,305e2b27726305e196eea090fabc312280b39e1f,143.5760807862696,65597.46706311799,0,0.0,392.825,0,301,8633,em2021
go-em2021-alta,first_fit,51,305e2b27726305e196eea090fabc312280b39e1f,143.50337532884734,65702.29738545851,0,0.0,390.75416666666666,0,345,7858,em2021
go-em2021-alta,follow_renewables,42,305e2b27726305e196eea090fabc312280b39e1f,142.75704639383844,63373.97419773386,1915,15170533.382985115,365.9,11068,269,59032,em2021
go-em2021-alta,follow_renewables,43,305e2b27726305e196eea090fabc312280b39e1f,142.11404612670427,62663.72231558169,1921,14745245.707307816,366.84583333333336,13956,149,60307,em2021
go-em2021-alta,follow_renewables,44,305e2b27726305e196eea090fabc312280b39e1f,143.187034140664,63386.51699999951,1978,15444520.381958961,365.6625,12223,224,59079,em2021
go-em2021-alta,follow_renewables,45,305e2b27726305e196eea090fabc312280b39e1f,142.74020281193145,63070.57080392679,1924,15624405.856811523,368.85,8220,203,61768,em2021
go-em2021-alta,follow_renewables,46,305e2b27726305e196eea090fabc312280b39e1f,141.96863388360777,62782.329326872845,1912,15663095.094320297,365.02916666666664,8080,213,56350,em2021
go-em2021-alta,follow_renewables,47,305e2b27726305e196eea090fabc312280b39e1f,143.38272697212142,63476.49903400499,2016,15852309.261080742,362.025,12047,200,63412,em2021
go-em2021-alta,follow_renewables,48,305e2b27726305e196eea090fabc312280b39e1f,142.19271435273205,62786.332498320975,1984,16106775.03280735,360.925,13946,211,61128,em2021
go-em2021-alta,follow_renewables,49,305e2b27726305e196eea090fabc312280b39e1f,141.99687326708963,62590.58440611463,1881,15167395.152633667,364.8208333333333,14210,193,59017,em2021
go-em2021-alta,follow_renewables,50,305e2b27726305e196eea090fabc312280b39e1f,141.96178076830694,62724.76488916897,1720,15691294.392023087,373.1958333333333,11692,223,56268,em2021
go-em2021-alta,follow_renewables,51,305e2b27726305e196eea090fabc312280b39e1f,142.452525540473,63186.516835454946,1845,15287385.67497921,368.6625,11918,223,63988,em2021
go-em2021-alta,followme_s,42,305e2b27726305e196eea090fabc312280b39e1f,143.03051939471897,63443.502171970824,1035,8685683.168412209,390.0416666666667,3540,309,162234,em2021
go-em2021-alta,followme_s,43,305e2b27726305e196eea090fabc312280b39e1f,142.46296557733652,62946.51130481128,1040,8828764.420212746,389.2083333333333,2977,202,161582,em2021
go-em2021-alta,followme_s,44,305e2b27726305e196eea090fabc312280b39e1f,142.63370729786783,63013.139713153796,1018,8745951.241233826,388.30833333333334,5844,302,139835,em2021
go-em2021-alta,followme_s,45,305e2b27726305e196eea090fabc312280b39e1f,142.13554917885355,62775.02473614371,1028,8876502.634610176,388.15416666666664,2811,273,149934,em2021
go-em2021-alta,followme_s,46,305e2b27726305e196eea090fabc312280b39e1f,142.6032526955602,63001.56364280365,1030,8601280.471261024,388.35,4505,310,147199,em2021
go-em2021-alta,followme_s,47,305e2b27726305e196eea090fabc312280b39e1f,142.52263694222302,62957.65659500687,1007,8455104.578068733,388.72083333333336,2510,307,173403,em2021
go-em2021-alta,followme_s,48,305e2b27726305e196eea090fabc312280b39e1f,142.947657699036,63204.00480343953,1040,8776515.556206703,387.5,3048,251,135984,em2021
go-em2021-alta,followme_s,49,305e2b27726305e196eea090fabc312280b39e1f,142.66521517413395,62930.076808420876,1052,8943492.636297226,387.475,2874,256,129832,em2021
go-em2021-alta,followme_s,50,305e2b27726305e196eea090fabc312280b39e1f,142.81716449651958,63180.305154629794,1032,8805800.918012619,387.9875,5676,256,155742,em2021
go-em2021-alta,followme_s,51,305e2b27726305e196eea090fabc312280b39e1f,143.17665760042348,63436.65510508778,1015,8400240.728281975,389.8208333333333,5866,332,150996,em2021
go-em2021-alta,lowest_carbon_dc,42,305e2b27726305e196eea090fabc312280b39e1f,143.23932592019685,63556.45074953199,0,0.0,391.50416666666666,0,354,13157,em2021
go-em2021-alta,lowest_carbon_dc,43,305e2b27726305e196eea090fabc312280b39e1f,144.02144252894223,63980.26727530438,0,0.0,393.125,0,212,15790,em2021
go-em2021-alta,lowest_carbon_dc,44,305e2b27726305e196eea090fabc312280b39e1f,144.6961355113589,64333.19245912638,0,0.0,395.25,0,321,17185,em2021
go-em2021-alta,lowest_carbon_dc,45,305e2b27726305e196eea090fabc312280b39e1f,144.02534345881557,63908.226725484084,0,0.0,392.34583333333336,0,284,16520,em2021
go-em2021-alta,lowest_carbon_dc,46,305e2b27726305e196eea090fabc312280b39e1f,143.76530939672824,63822.74716073236,0,0.0,392.40416666666664,0,294,15445,em2021
go-em2021-alta,lowest_carbon_dc,47,305e2b27726305e196eea090fabc312280b39e1f,143.81959752671702,63820.76461083861,0,0.0,393.1666666666667,0,350,16804,em2021
go-em2021-alta,lowest_carbon_dc,48,305e2b27726305e196eea090fabc312280b39e1f,143.69554428006188,63760.2831162515,0,0.0,391.47083333333336,0,299,16273,em2021
go-em2021-alta,lowest_carbon_dc,49,305e2b27726305e196eea090fabc312280b39e1f,143.298042577402,63327.633299832916,0,0.0,389.5416666666667,0,259,15712,em2021
go-em2021-alta,lowest_carbon_dc,50,305e2b27726305e196eea090fabc312280b39e1f,141.93199292804394,62998.4958376438,0,0.0,389.42083333333335,0,273,17782,em2021
go-em2021-alta,lowest_carbon_dc,51,305e2b27726305e196eea090fabc312280b39e1f,143.3935458350538,63647.70429507393,0,0.0,391.4375,0,341,16535,em2021
go-em2021-alta,round_robin,42,305e2b27726305e196eea090fabc312280b39e1f,162.82146118646367,75234.86618476384,0,0.0,446.8666666666667,0,108,6018,em2021
go-em2021-alta,round_robin,43,305e2b27726305e196eea090fabc312280b39e1f,162.53834925779313,75069.61659869453,0,0.0,446.4583333333333,0,111,4265,em2021
go-em2021-alta,round_robin,44,305e2b27726305e196eea090fabc312280b39e1f,162.90107307908877,75233.46362814339,0,0.0,446.6125,0,106,5484,em2021
go-em2021-alta,round_robin,45,305e2b27726305e196eea090fabc312280b39e1f,162.94672291389833,75245.45686410408,0,0.0,446.93333333333334,0,104,8871,em2021
go-em2021-alta,round_robin,46,305e2b27726305e196eea090fabc312280b39e1f,162.76822416379952,75205.11313071538,0,0.0,446.6666666666667,0,109,6884,em2021
go-em2021-alta,round_robin,47,305e2b27726305e196eea090fabc312280b39e1f,162.88011980582291,75259.4032960491,0,0.0,447.1,0,109,6042,em2021
go-em2021-alta,round_robin,48,305e2b27726305e196eea090fabc312280b39e1f,162.80525373434057,75222.20771102539,0,0.0,446.7,0,107,6037,em2021
go-em2021-alta,round_robin,49,305e2b27726305e196eea090fabc312280b39e1f,162.67322690429143,75145.66520014552,0,0.0,446.775,0,109,4264,em2021
go-em2021-alta,round_robin,50,305e2b27726305e196eea090fabc312280b39e1f,162.5973784481972,75149.49495104069,0,0.0,446.6166666666667,0,106,4433,em2021
go-em2021-alta,round_robin,51,305e2b27726305e196eea090fabc312280b39e1f,162.7458777235454,75112.39626036474,0,0.0,446.2708333333333,0,107,4517,em2021
go-em2021-alta,worst_fit,42,305e2b27726305e196eea090fabc312280b39e1f,143.90192558713645,66231.21166515276,0,0.0,366.5708333333333,0,270,11469,em2021
go-em2021-alta,worst_fit,43,305e2b27726305e196eea090fabc312280b39e1f,144.03231179157478,66446.06625292676,0,0.0,365.43333333333334,0,272,12915,em2021
go-em2021-alta,worst_fit,44,305e2b27726305e196eea090fabc312280b39e1f,143.99430387616843,66551.99168766045,0,0.0,367.89166666666665,0,271,10481,em2021
go-em2021-alta,worst_fit,45,305e2b27726305e196eea090fabc312280b39e1f,144.0347232750737,66473.07098513146,0,0.0,366.09166666666664,0,279,12599,em2021
go-em2021-alta,worst_fit,46,305e2b27726305e196eea090fabc312280b39e1f,142.95619814936234,65853.64526749132,0,0.0,362.0833333333333,0,264,14970,em2021
go-em2021-alta,worst_fit,47,305e2b27726305e196eea090fabc312280b39e1f,144.2360625899522,66899.24919628301,0,0.0,368.325,0,280,15254,em2021
go-em2021-alta,worst_fit,48,305e2b27726305e196eea090fabc312280b39e1f,144.67327076267148,66936.02129858383,0,0.0,367.94166666666666,0,270,12684,em2021
go-em2021-alta,worst_fit,49,305e2b27726305e196eea090fabc312280b39e1f,144.20037328387122,66645.55412887818,0,0.0,367.93333333333334,0,279,12748,em2021
go-em2021-alta,worst_fit,50,305e2b27726305e196eea090fabc312280b39e1f,143.47805339563206,66180.62612109026,0,0.0,364.2583333333333,0,279,13594,em2021
go-em2021-alta,worst_fit,51,305e2b27726305e196eea090fabc312280b39e1f,144.06834684525802,66488.3494523745,0,0.0,365.48333333333335,0,278,11701,em2021
go-em2021-alta,wsnb,42,305e2b27726305e196eea090fabc312280b39e1f,143.40283136030632,63756.23373913199,0,0.0,391.30833333333334,0,345,11754,em2021
go-em2021-alta,wsnb,43,305e2b27726305e196eea090fabc312280b39e1f,143.39061287567776,63642.501895640984,0,0.0,391.0833333333333,0,209,11301,em2021
go-em2021-alta,wsnb,44,305e2b27726305e196eea090fabc312280b39e1f,144.12808293680894,63968.508346801995,0,0.0,392.3541666666667,0,315,9955,em2021
go-em2021-alta,wsnb,45,305e2b27726305e196eea090fabc312280b39e1f,144.0502311428373,63974.51654954564,0,0.0,392.1333333333333,0,285,11019,em2021
go-em2021-alta,wsnb,46,305e2b27726305e196eea090fabc312280b39e1f,143.22418093827037,63472.679215659264,0,0.0,390.0083333333333,0,281,11100,em2021
go-em2021-alta,wsnb,47,305e2b27726305e196eea090fabc312280b39e1f,144.0086266596644,63939.491095441335,0,0.0,392.0416666666667,0,331,11852,em2021
go-em2021-alta,wsnb,48,305e2b27726305e196eea090fabc312280b39e1f,143.66505990983646,63693.91377561227,0,0.0,391.1791666666667,0,288,12714,em2021
go-em2021-alta,wsnb,49,305e2b27726305e196eea090fabc312280b39e1f,143.54069068514002,63669.08842222482,0,0.0,389.92083333333335,0,259,12769,em2021
go-em2021-alta,wsnb,50,305e2b27726305e196eea090fabc312280b39e1f,143.46957499939225,63682.52184169155,0,0.0,390.45416666666665,0,255,8418,em2021
