celula,algoritmo,total_gco2,gco2_por_vm,gco2_por_mips,vms_alocadas,demanda_admitida_mips
go-em2021-alta,worst_fit,66470.57860555725,7.617718053850917,0.0022482127920658576,8725.8,29568321.4511681
go-em2021-alta,wsnb,63736.34234686378,7.3174480123486845,0.0014781866462052697,8710.4,43127245.8059371
go-em2021-folgada,best_fit,19625.85427799187,9.812927138995935,0.0017825314456782857,2000.0,11010102.697248
go-em2021-folgada,bfd,19074.442037197103,9.537221018598553,0.0017324490571704481,2000.0,11010102.697248
go-em2021-folgada,cnemesis,5464.121466442981,2.7320607332214903,0.0004962825158577993,2000.0,11010102.697248
go-em2021-folgada,ffd,19389.842760781816,9.694921380390907,0.001761095540519195,2000.0,11010102.697248
go-em2021-folgada,first_fit,20186.36693924517,10.093183469622584,0.001833440386009369,2000.0,11010102.697248
go-em2021-folgada,follow_renewables,5173.635682606496,2.586817841303248,0.00046989894870823107,2000.0,11010102.697248
go-em2021-folgada,followme_s,5319.61032575063,2.659805162875315,0.0004831571940814211,2000.0,11010102.697248
go-em2021-folgada,lowest_carbon_dc,5580.890473066696,2.790445236533348,0.0005068881396048787,2000.0,11010102.697248
go-em2021-folgada,round_robin,62559.04514415459,31.346999024180292,0.00609369738424932,1995.7,10279102.697248
go-em2021-folgada,worst_fit,31035.943367264787,15.715198293079562,0.004589744636151129,1974.9,6762335.3523139
go-em2021-folgada,wsnb,6530.731541758696,3.265365770879348,0.0005931580950095104,2000.0,11010102.697248
go-flat-alta,best_fit,68791.34783345669,7.761464977783161,0.001332573682350312,8863.766666666666,51647460.9358219
go-flat-alta,bfd,68553.62309649143,8.291815953936876,0.0012830861078487652,8268.833333333334,53453785.50609926
go-flat-alta,cnemesis,68494.18953511515,7.855411922948948,0.0015808200957187412,8719.666666666666,43343087.179433994
go-flat-alta,ffd,68679.98494979854,7.9862997204682555,0.001323408985304152,8600.866666666667,51920907.36530137
go-flat-alta,first_fit,68505.67857755687,7.894312862233091,0.0016171586416102981,8678.233333333334,42377860.23769663
go-flat-alta,follow_renewables,68548.19813475944,7.866296703825863,0.0015883948931818162,8714.433333333332,43170073.6489027
go-flat-alta,followme_s,68229.8756643016,7.818715079666668,0.0015679939245446433,8726.733333333334,43529817.040666334
go-flat-alta,lowest_carbon_dc,68548.19813475944,7.866296703825863,0.0015883948931818162,8714.433333333332,43170073.6489027
