celula,regime,algoritmo,seed,migracoes,intra_dc,inter_dc,frac_intra,vms_migradas,vms_com_mais_de_2_migracoes,max_migracoes_por_vm
az-flat-alta,alta,follow_renewables,54,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,55,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,56,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,57,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,58,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,59,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,60,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,61,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,62,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,63,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,64,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,65,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,66,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,67,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,68,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,69,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,70,0,0,0,,0,0,0
az-flat-alta,alta,follow_renewables,71,0,0,0,,0,0,0
az-flat-alta,alta,followme_s,42,1070,198,872,0.18504672897196262,882,31,5
az-flat-alta,alta,followme_s,43,1038,186,852,0.1791907514450867,889,15,5
az-flat-alta,alta,followme_s,44,1057,235,822,0.22232734153263956,812,54,6
az-flat-alta,alta,followme_s,45,1070,165,905,0.1542056074766355,921,18,4
az-flat-alta,alta,followme_s,46,1080,176,904,0.16296296296296298,927,23,5
az-flat-alta,alta,followme_s,47,1049,180,869,0.17159199237368922,879,21,5
az-flat-alta,alta,followme_s,48,1033,215,818,0.20813165537270087,818,41,4
az-flat-alta,alta,followme_s,49,1084,148,936,0.13653136531365315,935,13,4
az-flat-alta,alta,followme_s,50,1057,194,863,0.18353831598864712,884,23,5
az-flat-alta,alta,followme_s,51,1067,170,897,0.15932521087160262,908,22,5
az-flat-alta,alta,followme_s,52,1048,204,844,0.1946564885496183,874,20,6
az-flat-alta,alta,followme_s,53,1045,200,845,0.19138755980861244,853,32,4
az-flat-alta,alta,followme_s,54,1073,173,900,0.16123019571295433,896,28,4
az-flat-alta,alta,followme_s,55,1104,124,980,0.11231884057971014,975,16,4
az-flat-alta,alta,followme_s,56,1064,211,853,0.19830827067669174,858,42,4
