celula,algoritmo,redundante_por_construcao,cv_pct_10_seeds,cv_pct_20_novas,cv_pct_30_seeds,delta_cv_pp_30_menos_10,delta_cv_pp_20_menos_10
az-realjun-folgada,followme_s,False,2.7674793810050127,2.319344577868674,2.546677619141687,-0.22080176186332556,-0.4481348031363388
az-realjun-folgada,lowest_carbon_dc,False,1.9973254218935677,1.791329260746566,1.8354133850341565,-0.16191203685941113,-0.2059961611470016
az-realjun-folgada,round_robin,False,1.3294754809462794,1.3933531252786848,1.3570493130769565,0.0275738321306771,0.06387764433240539
az-realjun-folgada,worst_fit,False,2.269618539251131,2.05170021105914,2.158754048549884,-0.11086449070124704,-0.21791832819199142
az-realjun-folgada,wsnb,False,1.3700532254344706,2.0273322742656115,1.8517632988625519,0.48171007342808125,0.6572790488311409
go-anticorr-alta,best_fit,False,0.3109885837318461,0.31311943435619777,0.31310942583688545,0.0021208421050393222,0.0021308506243516434
go-anticorr-alta,bfd,False,0.7132003353254449,0.6503493244468824,0.6650951705129013,-0.048105164812543566,-0.06285101087856249
go-anticorr-alta,cnemesis,False,0.5977705236092566,0.6270757454441007,0.6193395397942947,0.021569016185038037,0.029305221834844075
go-anticorr-alta,ffd,False,0.5066955305465469,0.6208210958381277,0.5770831171133051,0.07038758656675814,0.1141255652915808
go-anticorr-alta,first_fit,False,0.5592079951020323,0.539142761375423,0.5373017773673349,-0.021906217734697475,-0.02006523372660929
go-anticorr-alta,follow_renewables,False,1.3831051926939213,1.5091855154379274,1.444428915898014,0.06132372320409263,0.12608032274400616
go-anticorr-alta,followme_s,False,0.7251876240671999,0.8584634214691585,0.8040677846081357,0.07888016054093572,0.1332757974019586
go-anticorr-alta,lowest_carbon_dc,False,0.6020750200653995,0.7334903472300688,0.685192614333473,0.08311759426807352,0.1314153271646693
go-anticorr-alta,round_robin,False,0.22668145790572028,0.22464479041959465,0.22145457374482294,-0.005226884160897338,-0.0020366674861256318
go-anticorr-alta,worst_fit,False,0.3607678037330896,0.7893028983241889,0.7464588550400099,0.3856910513069203,0.4285350945910993
go-anticorr-alta,wsnb,False,0.3327592983134426,0.644501213734173,0.5821478725446942,0.24938857423125166,0.31174191542073043
go-anticorr-folgada,best_fit,False,4.481695872124203,6.710801572738376,6.014388581588908,1.5326927094647047,2.2291057006141726
go-anticorr-folgada,bfd,False,4.407397342617827,5.610553660297209,5.19428539243628,0.7868880498184527,1.2031563176793822
go-anticorr-folgada,cnemesis,False,4.802144842427643,6.02464648020232,6.16503952361276,1.362894681185117,1.222501637774677
go-anticorr-folgada,ffd,False,8.532052103757641,12.550628268003315,11.327782041990154,2.7957299382325136,4.018576164245674
go-anticorr-folgada,first_fit,False,8.648398303437403,10.653528961944918,9.89913579238442,1.250737488947017,2.0051306585075146
go-anticorr-folgada,follow_renewables,False,4.336517053324686,6.41151572514554,6.028628478531244,1.6921114252065586,2.074998671820854
go-anticorr-folgada,followme_s,False,4.78354861941652,6.254345995962592,6.063549415956204,1.2800007965396833,1.4707973765460718
go-anticorr-folgada,lowest_carbon_dc,False,4.336517053324686,6.41151572514554,6.028628478531244,1.6921114252065586,2.074998671820854
go-anticorr-folgada,round_robin,False,1.8919022167073378,2.282552842894316,2.1665087552377815,0.2746065385304437,0.3906506261869782
go-anticorr-folgada,worst_fit,False,0.9436003691704395,1.0275663467064031,1.0052865876835482,0.061686218513108626,0.08396597753596358
go-anticorr-folgada,wsnb,False,4.499292998391874,4.229873627668493,4.304677344803452,-0.19461565358842137,-0.26941937072338096
go-flat-alta,best_fit,False,0.31963868573709087,0.2655981689887219,0.28492346605826036,-0.03471521967883051,-0.05404051674836896
go-flat-alta,bfd,False,0.37029483468004815,0.4517960608455874,0.4241700287321853,0.05387519405213714,0.08150122616553923
go-flat-alta,cnemesis,False,0.4710180056243158,0.3310463127871951,0.37534942492375484,-0.09566858070056095,-0.1399716928371207
go-flat-alta,ffd,False,0.32738400881533525,0.4023233962553849,0.37402576416441624,0.04664175534908099,0.07493938744004963
go-flat-alta,first_fit,False,0.3989400086377192,0.3945391155044938,0.39290019407822135,-0.006039814559497869,-0.0044008931332254475
go-flat-alta,follow_renewables,False,0.5104101307824447,0.30599429060076466,0.37713116430260524,-0.13327896647983944,-0.20441584018168002
go-flat-alta,followme_s,False,0.20916941465251884,0.4722765145146693,0.4049344734188519,0.19576505876633307,0.2631070998621504
go-flat-alta,lowest_carbon_dc,False,0.5104101307824447,0.30599429060076466,0.37713116430260524,-0.13327896647983944,-0.20441584018168002
go-flat-alta,round_robin,False,0.08134837693884124,0.17015221057156613,0.14514817466990906,0.06379979773106782,0.08880383363272489
go-flat-alta,worst_fit,False,0.3199810368979645,0.6479278055483725,0.6135497301002898,0.2935686932023253,0.327946768650408
go-flat-alta,wsnb,False,0.5104101307824447,0.30599429060076466,0.37713116430260524,-0.13327896647983944,-0.20441584018168002
go-flat-folgada,best_fit,False,2.746014443298581,2.9629611364995516,2.844690356587867,0.09867591328928604,0.2169466932009705
go-flat-folgada,bfd,False,2.6609198451646496,2.111241568780085,2.2690726020845884,-0.39184724308006125,-0.5496782763845647
go-flat-folgada,cnemesis,False,2.396902778591923,3.0673528405504147,2.857200663952243,0.46029788536032035,0.6704500619584919
go-flat-folgada,ffd,False,1.7832742425530497,2.7290507440014764,2.429661978891784,0.6463877363387343,0.9457765014484267
go-flat-folgada,first_fit,False,2.1879373129830175,2.9501743034900114,2.683904510206497,0.4959671972234796,0.7622369905069939
go-flat-folgada,follow_renewables,False,2.2523558371134023,3.563929817417148,3.157916312881795,0.9055604757683926,1.3115739803037458
go-flat-folgada,followme_s,False,2.573408282129767,3.0780924048502323,2.8843946238005014,0.3109863416707346,0.5046841227204655
go-flat-folgada,lowest_carbon_dc,False,2.2523558371134023,3.563929817417148,3.157916312881795,0.9055604757683926,1.3115739803037458
go-flat-folgada,round_robin,False,1.0872327501631205,1.3874291500366607,1.2849896986056413,0.19775694844252079,0.3001963998735402
go-flat-folgada,worst_fit,False,0.5326312781756213,0.6337709005259015,0.6007432163698059,0.0681119381941846,0.10113962235028018
go-flat-folgada,wsnb,False,2.2523558371134023,3.563929817417148,3.157916312881795,0.9055604757683926,1.3115739803037458
go-realjan-alta,best_fit,True,0.2972480703962862,0.28522169229968153,0.28597393525789633,-0.011274135138389874,-0.012026378096604673
go-realjan-alta,bfd,True,0.3749562690969484,0.5107000677040285,0.467404889519563,0.09244862042261459,0.13574379860708014
go-realjan-alta,cnemesis,True,0.6371813522920019,0.8096702286251324,0.7532504154326334,0.11606906314063148,0.17248887633313048
go-realjan-alta,ffd,True,0.3708815113113292,0.31814980930317477,0.3345846292236266,-0.0362968820877026,-0.05273170200815441
go-realjan-alta,first_fit,True,0.501367643936545,0.6568062557241136,0.6015371572978255,0.10016951336128055,0.15543861178756857
go-realjan-alta,follow_renewables,True,1.0061271719704536,1.0540329418127394,1.0208695981272466,0.014742426156792998,0.047905769842285784
go-realjan-alta,followme_s,True,0.5118278351804976,0.9369214873091144,0.8144362398036331,0.30260840462313554,0.42509365212861683
go-realjan-alta,lowest_carbon_dc,True,0.5660250647693583,0.6460380704869595,0.6109733398915472,0.04494827512218891,0.08001300571760117
go-realjan-alta,round_robin,True,0.12549733461007181,0.15728271401797775,0.14536932626214574,0.019871991652073928,0.031785379407905934
go-realjan-alta,worst_fit,True,0.5633221915406942,0.7814001237485693,0.773633216100937,0.21031102456024287,0.21807793220787508
go-realjan-alta,wsnb,True,0.4027477877848245,0.5232519513986951,0.47936026282880373,0.07661247504397922,0.12050416361387056
go-realjan-folgada,best_fit,True,1.9275651505353522,1.8657332332434697,1.8648430617571146,-0.0627220887782376,-0.06183191729188242
go-realjan-folgada,bfd,True,1.435573943017439,1.8379641827818058,1.6898826868704477,0.2543087438530087,0.40239023976436683
go-realjan-folgada,cnemesis,True,7.334148207890178,8.59221425579369,8.069963913475505,0.7358157055853267,1.2580660479035126
go-realjan-folgada,ffd,True,0.7614749279966494,1.0941466737864574,0.9824417840205338,0.22096685602388444,0.33267174578980796
go-realjan-folgada,first_fit,True,1.9258930262425946,2.3120801904902466,2.268695100724467,0.3428020744818725,0.386187164247652
go-realjan-folgada,follow_renewables,True,7.2419122696796565,10.218577277049613,9.206662101662323,1.9647498319826662,2.9766650073699568
go-realjan-folgada,followme_s,True,7.078213198285756,8.95557034999068,8.25131044872332,1.1730972504375643,1.8773571517049241
go-realjan-folgada,lowest_carbon_dc,True,7.2419122696796565,10.218577277049613,9.206662101662323,1.9647498319826662,2.9766650073699568
go-realjan-folgada,round_robin,True,3.010282755971687,2.317077746858989,2.5202079005346913,-0.4900748554369958,-0.693205009112698
go-realjan-folgada,worst_fit,True,0.9699575754211627,0.8352244063739684,0.8978098979904051,-0.07214767743075756,-0.13473316904719423
go-realjan-folgada,wsnb,True,4.8362058642799335,4.089150560748478,4.269976845655493,-0.5662290186244405,-0.7470553035314556
go-realjun-alta,best_fit,False,0.2972480703962862,0.28522169229968153,0.28597393525789633,-0.011274135138389874,-0.012026378096604673
go-realjun-alta,bfd,False,0.3749562690969484,0.5107000677040285,0.467404889519563,0.09244862042261459,0.13574379860708014
go-realjun-alta,cnemesis,False,0.6371813522920019,0.8096702286251324,0.7532504154326334,0.11606906314063148,0.17248887633313048
go-realjun-alta,ffd,False,0.3708815113113292,0.31814980930317477,0.3345846292236266,-0.0362968820877026,-0.05273170200815441
go-realjun-alta,first_fit,False,0.501367643936545,0.6568062557241136,0.6015371572978255,0.10016951336128055,0.15543861178756857
go-realjun-alta,follow_renewables,False,1.0061271719704536,1.0540329418127394,1.0208695981272466,0.014742426156792998,0.047905769842285784
go-realjun-alta,followme_s,False,0.5118278351804976,0.9369214873091144,0.8144362398036331,0.30260840462313554,0.42509365212861683
go-realjun-alta,lowest_carbon_dc,False,0.5660250647693583,0.6460380704869595,0.6109733398915472,0.04494827512218891,0.08001300571760117
go-realjun-alta,round_robin,False,0.12549733461007181,0.15728271401797775,0.14536932626214574,0.019871991652073928,0.031785379407905934
go-realjun-alta,worst_fit,False,0.5633221915406942,0.7814001237485693,0.773633216100937,0.21031102456024287,0.21807793220787508
go-realjun-alta,wsnb,False,0.4027477877848245,0.5232519513986951,0.47936026282880373,0.07661247504397922,0.12050416361387056
go-realjun-folgada,best_fit,False,1.9275651505353522,1.8657332332434697,1.8648430617571146,-0.0627220887782376,-0.06183191729188242
go-realjun-folgada,bfd,False,1.435573943017439,1.8379641827818058,1.6898826868704477,0.2543087438530087,0.40239023976436683
go-realjun-folgada,cnemesis,False,7.334148207890178,8.59221425579369,8.069963913475505,0.7358157055853267,1.2580660479035126
go-realjun-folgada,ffd,False,0.7614749279966494,1.0941466737864574,0.9824417840205338,0.22096685602388444,0.33267174578980796
go-realjun-folgada,first_fit,False,1.9258930262425946,2.3120801904902466,2.268695100724467,0.3428020744818725,0.386187164247652
go-realjun-folgada,follow_renewables,False,7.2419122696796565,10.218577277049613,9.206662101662323,1.9647498319826662,2.9766650073699568
go-realjun-folgada,followme_s,False,7.078213198285756,8.95557034999068,8.25131044872332,1.1730972504375643,1.8773571517049241
go-realjun-folgada,lowest_carbon_dc,False,7.2419122696796565,10.218577277049613,9.206662101662323,1.9647498319826662,2.9766650073699568
go-realjun-folgada,round_robin,False,3.010282755971687,2.317077746858989,2.5202079005346913,-0.4900748554369958,-0.693205009112698
go-realjun-folgada,worst_fit,False,0.9699575754211627,0.8352244063739684,0.8978098979904051,-0.07214767743075756,-0.13473316904719423
go-realjun-folgada,wsnb,False,4.8362058642799335,4.089150560748478,4.269976845655493,-0.5662290186244405,-0.7470553035314556
