celula_pue,celula_referencia,tau_b_ranking_gco2,p_nao_corrigido,invariante
pue-az-realjun-folgada,az-realjun-folgada,0.9999999999999999,2.3434607292951027e-05,True
pue-go-realjun-folgada,go-realjun-folgada,0.9999999999999999,2.3434607292951027e-05,True
