celula,algoritmo,n_seeds,categoria,dif_gco2,dif_gco2_pct,dif_kwh,dif_kwh_pct,gib_migrados,gco2_por_gib,degenerado_por_construcao,p_bruto,p_holm3,significativo_gco2,recorte
go-flat-folgada,cnemesis,10,vence_ambos,-199.89476322267257,-1.056198355852769,-0.4208310804680657,-1.056198355851022,3680.154523140192,0.05431694836881657,False,0.001953125,0.005859375,True,doze_celulas_seeds42_51
go-flat-folgada,follow_renewables,10,nao_elegivel_sem_migracao,0.0,0.0,0.0,0.0,0.0,,True,1.0,1.0,False,doze_celulas_seeds42_51
go-flat-folgada,followme_s,10,vence_ambos,-543.5216762651289,-2.8718446225731746,-1.1442561605571975,-2.8718446225708965,9102.184366924781,0.05971332312715617,False,0.001953125,0.005859375,True,doze_celulas_seeds42_51
go-flat-alta,cnemesis,10,vence_ambos,-62.90765851425531,-0.09177957932953469,-0.13243717581888462,-0.09177957932912292,3606.345782113727,0.0174436014500485,False,0.431640625,0.86328125,False,doze_celulas_seeds42_51
go-flat-alta,follow_renewables,10,nao_elegivel_sem_migracao,0.0,0.0,0.0,0.0,0.0,,True,1.0,1.0,False,doze_celulas_seeds42_51
go-flat-alta,followme_s,10,vence_ambos,-373.3782805692608,-0.5447429189192641,-0.7860595380385291,-0.5447429189178892,8509.429544972536,0.043878179917460715,False,0.01953125,0.05859375,False,doze_celulas_seeds42_51
go-anticorr-folgada,cnemesis,10,vence_ambos,-163.8565969942071,-4.014033340864781,-2.146951916005314,-4.9255145993712315,3680.2604762538335,0.04452309776752488,False,0.001953125,0.005859375,True,doze_celulas_seeds42_51
go-anticorr-folgada,follow_renewables,10,nao_elegivel_sem_migracao,0.0,0.0,0.0,0.0,0.0,,False,1.0,1.0,False,doze_celulas_seeds42_51
go-anticorr-folgada,followme_s,10,vence_ambos,-311.3878287070236,-7.6281403940890655,-1.246345938179124,-2.8593537976344297,6838.672212206386,0.04553337534605411,False,0.001953125,0.005859375,True,doze_celulas_seeds42_51
go-anticorr-alta,cnemesis,10,vence_ambos,-87.29503568771761,-0.17585523553514323,-0.04614429703084113,-0.031919690101505825,8104.388714206032,0.010771328815299762,False,0.556640625,0.556640625,False,doze_celulas_seeds42_51
go-anticorr-alta,follow_renewables,10,vence_ambos,-1249.1236382919997,-2.516350785515075,-1.4107425112859886,-0.9758619519801582,19367.89244677136,0.0644945567373919,False,0.001953125,0.005859375,True,doze_celulas_seeds42_51
go-anticorr-alta,followme_s,10,vence_ambos,-556.2731135078262,-1.1206082754548894,-0.7670416807159313,-0.5305906540742552,8574.916153022647,0.06487213444200743,False,0.005859375,0.01171875,True,doze_celulas_seeds42_51
