celula,referencia,comparado,metrica,n_pares,n_pares_nao_nulos,media_referencia,media_comparado,dif_pct,p_tost_bruto,nota,piso_p_unilateral_exato
az-flat-alta,lowest_carbon_dc,best_fit,total_kwh,30,30,144.40814218236144,144.36187594725268,-0.03203852248880416,9.313225746154785e-10,teste,9.313225746154785e-10
az-flat-alta,lowest_carbon_dc,ffd,total_kwh,30,30,144.40814218236144,144.52476910475295,0.08076201288167323,9.313225746154785e-10,teste,9.313225746154785e-10
go-flat-alta,lowest_carbon_dc,best_fit,total_kwh,30,30,144.31199607317123,144.82389017569636,0.35471347944323695,4.6566128730773926e-09,teste,9.313225746154785e-10
go-flat-alta,lowest_carbon_dc,ffd,total_kwh,30,30,144.31199607317123,144.58944199957537,0.19225423662178875,2.7939677238464355e-09,teste,9.313225746154785e-10
