celula_i,celula_j,tau_b,p_nao_corrigido
go-anticorr-alta,go-realjan-folgada,0.6605782590758164,0.004936818556325078
go-anticorr-alta,go-realjun-alta,0.7818181818181819,0.0003334435626102293
go-anticorr-alta,go-realjun-folgada,0.6605782590758164,0.004936818556325078
go-anticorr-alta,hetcap-az-anticorr-folgada,0.6605782590758164,0.004936818556325078
go-anticorr-alta,hetcap-az-realjun-folgada,0.6727272727272727,0.0031063111271444604
go-anticorr-alta,net100-az-anticorr-folgada,0.5137830903923016,0.028783965875738362
go-anticorr-alta,net100-az-realjun-alta,0.7090909090909091,0.0015912097162097162
go-anticorr-alta,net100-az-realjun-folgada,0.6238794669049376,0.007931923532795267
go-anticorr-alta,net100-go-realjun-folgada,0.6605782590758164,0.004936818556325078
go-anticorr-alta,pue-az-realjun-folgada,0.6605782590758164,0.004936818556325078
go-anticorr-alta,pue-go-realjun-folgada,0.6605782590758164,0.004936818556325078
go-anticorr-folgada,go-em2021-alta,0.7339758434175737,0.0017872890369872662
go-anticorr-folgada,go-em2021-folgada,0.7339758434175737,0.0017872890369872662
go-anticorr-folgada,go-flat-alta,0.6416236526819376,0.00725984493499793
go-anticorr-folgada,go-flat-folgada,0.528395949267478,0.027041648524853756
go-anticorr-folgada,go-realjan-alta,0.8073734277593311,0.0005907573118657001
go-anticorr-folgada,go-realjan-folgada,0.9259259259259258,8.999895879346697e-05
go-anticorr-folgada,go-realjun-alta,0.8073734277593311,0.0005907573118657001
go-anticorr-folgada,go-realjun-folgada,0.9259259259259258,8.999895879346697e-05
go-anticorr-folgada,hetcap-az-anticorr-folgada,0.9259259259259258,8.999895879346697e-05
go-anticorr-folgada,hetcap-az-realjun-folgada,0.7706746355884524,0.0010393630991335228
go-anticorr-folgada,net100-az-anticorr-folgada,0.7037037037037037,0.002918218884552016
go-anticorr-folgada,net100-az-realjun-alta,0.8807710121010884,0.0001781293054554629
go-anticorr-folgada,net100-az-realjun-folgada,0.8888888888888888,0.00017029377577951654
go-anticorr-folgada,net100-go-realjun-folgada,0.9259259259259258,8.999895879346697e-05
go-anticorr-folgada,pue-az-realjun-folgada,0.9259259259259258,8.999895879346697e-05
go-anticorr-folgada,pue-go-realjun-folgada,0.9259259259259258,8.999895879346697e-05
go-em2021-alta,go-em2021-folgada,0.7818181818181819,0.0003334435626102293
go-em2021-alta,go-flat-alta,0.6731618328060892,0.004593123212126663
go-em2021-alta,go-flat-folgada,0.3365809164030446,0.1564441982736493
go-em2021-alta,go-realjan-alta,0.9272727272727274,3.2567740901074234e-06
go-em2021-alta,go-realjan-folgada,0.8073734277593311,0.0005907573118657001
go-em2021-alta,go-realjun-alta,0.9272727272727274,3.2567740901074234e-06
go-em2021-alta,go-realjun-folgada,0.8073734277593311,0.0005907573118657001
go-em2021-alta,hetcap-az-anticorr-folgada,0.8073734277593311,0.0005907573118657001
go-em2021-alta,hetcap-az-realjun-folgada,0.8181818181818182,0.00013227513227513228
go-em2021-alta,net100-az-anticorr-folgada,0.6605782590758164,0.004936818556325078
go-em2021-alta,net100-az-realjun-alta,0.8545454545454545,4.624619207952541e-05
go-em2021-alta,net100-az-realjun-folgada,0.7706746355884524,0.0010393630991335228
go-em2021-alta,net100-go-realjun-folgada,0.8073734277593311,0.0005907573118657001
go-em2021-alta,pue-az-realjun-folgada,0.8073734277593311,0.0005907573118657001
go-em2021-alta,pue-go-realjun-folgada,0.8073734277593311,0.0005907573118657001
go-em2021-folgada,go-flat-alta,0.5983660736054126,0.011757284886714786
go-em2021-folgada,go-flat-folgada,0.4113766756037212,0.0832645166635504
go-em2021-folgada,go-realjan-alta,0.8545454545454545,4.624619207952541e-05
