celula	migrador	seed	n_migracoes	n_pos_migrador	n_pos_lcdc	identica	primeiro_divergente	n_dst_diferentes
az-realjan-alta	cnemesis	48	364	9700	9670	0	2762	5920
az-realjan-alta	cnemesis	49	364	9644	9594	0	2780	5778
az-realjan-alta	cnemesis	50	398	9559	9479	0	2802	5570
az-realjan-alta	cnemesis	51	376	9585	9536	0	2780	4624
az-realjan-folgada	follow_renewables	42	0	2000	2000	1	-1	0
az-realjan-folgada	follow_renewables	43	0	2000	2000	1	-1	0
az-realjan-folgada	follow_renewables	44	0	2000	2000	1	-1	0
az-realjan-folgada	follow_renewables	45	0	2000	2000	1	-1	0
az-realjan-folgada	follow_renewables	46	0	2000	2000	1	-1	0
az-realjan-folgada	follow_renewables	47	0	2000	2000	1	-1	0
az-realjan-folgada	follow_renewables	48	0	2000	2000	1	-1	0
az-realjan-folgada	follow_renewables	49	0	2000	2000	1	-1	0
az-realjan-folgada	follow_renewables	50	0	2000	2000	1	-1	0
az-realjan-folgada	follow_renewables	51	0	2000	2000	1	-1	0
az-realjan-folgada	followme_s	42	872	2000	2000	1	-1	0
az-realjan-folgada	followme_s	43	987	2000	2000	1	-1	0
az-realjan-folgada	followme_s	44	914	2000	2000	1	-1	0
az-realjan-folgada	followme_s	45	873	2000	2000	1	-1	0
az-realjan-folgada	followme_s	46	952	2000	2000	1	-1	0
az-realjan-folgada	followme_s	47	888	2000	2000	1	-1	0
az-realjan-folgada	followme_s	48	953	2000	2000	1	-1	0
az-realjan-folgada	followme_s	49	1031	2000	2000	1	-1	0
az-realjan-folgada	followme_s	50	947	2000	2000	1	-1	0
az-realjan-folgada	followme_s	51	992	2000	2000	1	-1	0
az-realjan-folgada	cnemesis	42	460	2000	2000	1	-1	0
az-realjan-folgada	cnemesis	43	460	2000	2000	1	-1	0
az-realjan-folgada	cnemesis	44	460	2000	2000	1	-1	0
az-realjan-folgada	cnemesis	45	460	2000	2000	1	-1	0
az-realjan-folgada	cnemesis	46	460	2000	2000	1	-1	0
az-realjan-folgada	cnemesis	47	460	2000	2000	1	-1	0
az-realjan-folgada	cnemesis	48	460	2000	2000	1	-1	0
az-realjan-folgada	cnemesis	49	460	2000	2000	1	-1	0
az-realjan-folgada	cnemesis	50	460	2000	2000	1	-1	0
az-realjan-folgada	cnemesis	51	460	2000	2000	1	-1	0
az-realjun-alta	follow_renewables	42	2897	9564	9494	0	3835	5700
az-realjun-alta	follow_renewables	43	2907	9739	9723	0	3842	5424
az-realjun-alta	follow_renewables	44	2921	9633	9565	0	3835	5739
az-realjun-alta	follow_renewables	45	2884	9577	9452	0	3835	5669
az-realjun-alta	follow_renewables	46	2946	9698	9636	0	3835	5753
az-realjun-alta	follow_renewables	47	2876	9579	9506	0	3837	5742
az-realjun-alta	follow_renewables	48	2873	9744	9670	0	3836	5504
az-realjun-alta	follow_renewables	49	2945	9647	9594	0	3835	5813
az-realjun-alta	follow_renewables	50	2909	9583	9479	0	3837	5721
az-realjun-alta	follow_renewables	51	2871	9615	9536	0	3835	5718
az-realjun-alta	followme_s	42	1086	9545	9494	0	2736	6172
az-realjun-alta	followme_s	43	1034	9745	9723	0	2728	5590
az-realjun-alta	followme_s	44	1070	9602	9565	0	2728	6457
az-realjun-alta	followme_s	45	1085	9552	9452	0	2728	6564
az-realjun-alta	followme_s	46	1087	9635	9636	0	2738	5988
az-realjun-alta	followme_s	47	1070	9534	9506	0	2742	6341
az-realjun-alta	followme_s	48	1052	9668	9670	0	2732	6323
az-realjun-alta	followme_s	49	1078	9632	9594	0	2733	6365
az-realjun-alta	followme_s	50	1063	9529	9479	0	2730	6445
az-realjun-alta	followme_s	51	1080	9550	9536	0	2728	6187
az-realjun-alta	cnemesis	42	367	9559	9494	0	2784	4989
az-realjun-alta	cnemesis	43	367	9726	9723	0	2791	3791
az-realjun-alta	cnemesis	44	402	9602	9565	0	2796	4576
az-realjun-alta	cnemesis	45	410	9574	9452	0	2774	6091
az-realjun-alta	cnemesis	46	393	9677	9636	0	2790	4641
az-realjun-alta	cnemesis	47	402	9562	9506	0	2786	5734
az-realjun-alta	cnemesis	48	364	9700	9670	0	2762	5920
az-realjun-alta	cnemesis	49	364	9644	9594	0	2780	5778
az-realjun-alta	cnemesis	50	398	9559	9479	0	2802	5570
az-realjun-alta	cnemesis	51	376	9585	9536	0	2780	4624
az-realjun-folgada	follow_renewables	42	0	2000	2000	1	-1	0
az-realjun-folgada	follow_renewables	43	0	2000	2000	1	-1	0
az-realjun-folgada	follow_renewables	44	0	2000	2000	1	-1	0
az-realjun-folgada	follow_renewables	45	0	2000	2000	1	-1	0
az-realjun-folgada	follow_renewables	46	0	2000	2000	1	-1	0
az-realjun-folgada	follow_renewables	47	0	2000	2000	1	-1	0
az-realjun-folgada	follow_renewables	48	0	2000	2000	1	-1	0
az-realjun-folgada	follow_renewables	49	0	2000	2000	1	-1	0
az-realjun-folgada	follow_renewables	50	0	2000	2000	1	-1	0
az-realjun-folgada	follow_renewables	51	0	2000	2000	1	-1	0
az-realjun-folgada	followme_s	42	872	2000	2000	1	-1	0
az-realjun-folgada	followme_s	43	987	2000	2000	1	-1	0
az-realjun-folgada	followme_s	44	914	2000	2000	1	-1	0
az-realjun-folgada	followme_s	45	873	2000	2000	1	-1	0
az-realjun-folgada	followme_s	46	952	2000	2000	1	-1	0
az-realjun-folgada	followme_s	47	888	2000	2000	1	-1	0
az-realjun-folgada	followme_s	48	953	2000	2000	1	-1	0
az-realjun-folgada	followme_s	49	1031	2000	2000	1	-1	0
az-realjun-folgada	followme_s	50	947	2000	2000	1	-1	0
az-realjun-folgada	followme_s	51	992	2000	2000	1	-1	0
az-realjun-folgada	cnemesis	42	460	2000	2000	1	-1	0
az-realjun-folgada	cnemesis	43	460	2000	2000	1	-1	0
az-realjun-folgada	cnemesis	44	460	2000	2000	1	-1	0
az-realjun-folgada	cnemesis	45	460	2000	2000	1	-1	0
az-realjun-folgada	cnemesis	46	460	2000	2000	1	-1	0
az-realjun-folgada	cnemesis	47	460	2000	2000	1	-1	0
az-realjun-folgada	cnemesis	48	460	2000	2000	1	-1	0
az-realjun-folgada	cnemesis	49	460	2000	2000	1	-1	0
az-realjun-folgada	cnemesis	50	460	2000	2000	1	-1	0
az-realjun-folgada	cnemesis	51	460	2000	2000	1	-1	0
go-anticorr-alta	follow_renewables	42	1872	8864	8650	0	3184	4254
go-anticorr-alta	follow_renewables	43	1899	8902	8792	0	3152	4836
go-anticorr-alta	follow_renewables	44	1856	8893	8693	0	3184	4450
go-anticorr-alta	follow_renewables	45	1892	8922	8712	0	3152	4863
go-anticorr-alta	follow_renewables	46	1817	8904	8687	0	3149	4874
go-anticorr-alta	follow_renewables	47	1901	8898	8687	0	3184	4717
go-anticorr-alta	follow_renewables	48	1821	8900	8713	0	3184	4726
go-anticorr-alta	follow_renewables	49	1825	8898	8747	0	3504	4097
go-anticorr-alta	follow_renewables	50	1868	8893	8739	0	3167	4064
go-anticorr-alta	follow_renewables	51	1832	8896	8658	0	3532	3817
go-anticorr-alta	followme_s	42	1063	8679	8650	0	1520	5593
go-anticorr-alta	followme_s	43	1051	8800	8792	0	1520	5265
go-anticorr-alta	followme_s	44	1041	8706	8693	0	1520	5910
go-anticorr-alta	followme_s	45	1003	8725	8712	0	1520	6112
go-anticorr-alta	followme_s	46	1048	8688	8687	0	1519	6292
go-anticorr-alta	followme_s	47	991	8698	8687	0	1520	5792
go-anticorr-alta	followme_s	48	1044	8747	8713	0	1521	6175
go-anticorr-alta	followme_s	49	1062	8772	8747	0	1520	6006
go-anticorr-alta	followme_s	50	1012	8751	8739	0	1520	5834
go-anticorr-alta	followme_s	51	1028	8668	8658	0	1521	5674
go-anticorr-alta	cnemesis	42	432	8827	8650	0	1520	5385
go-anticorr-alta	cnemesis	43	454	8900	8792	0	1520	6092
go-anticorr-alta	cnemesis	44	436	8866	8693	0	1519	5606
go-anticorr-alta	cnemesis	45	436	8877	8712	0	1520	5273
go-anticorr-alta	cnemesis	46	447	8854	8687	0	1519	5420
go-anticorr-alta	cnemesis	47	454	8876	8687	0	1520	5581
go-anticorr-alta	cnemesis	48	431	8877	8713	0	1521	5707
go-anticorr-alta	cnemesis	49	450	8902	8747	0	1520	5774
go-anticorr-alta	cnemesis	50	460	8879	8739	0	1520	5446
go-anticorr-alta	cnemesis	51	443	8868	8658	0	1521	5173
go-anticorr-folgada	follow_renewables	42	0	2000	2000	1	-1	0
go-anticorr-folgada	follow_renewables	43	0	2000	2000	1	-1	0
go-anticorr-folgada	follow_renewables	44	0	2000	2000	1	-1	0
go-anticorr-folgada	follow_renewables	45	0	2000	2000	1	-1	0
go-anticorr-folgada	follow_renewables	46	0	2000	2000	1	-1	0
go-anticorr-folgada	follow_renewables	47	0	2000	2000	1	-1	0
go-anticorr-folgada	follow_renewables	48	0	2000	2000	1	-1	0
go-anticorr-folgada	follow_renewables	49	0	2000	2000	1	-1	0
go-anticorr-folgada	follow_renewables	50	0	2000	2000	1	-1	0
go-anticorr-folgada	follow_renewables	51	0	2000	2000	1	-1	0
go-anticorr-folgada	followme_s	42	832	2000	2000	0	227	1532
go-anticorr-folgada	followme_s	43	937	2000	2000	0	225	1577
go-anticorr-folgada	followme_s	44	827	2000	2000	0	226	1461
go-anticorr-folgada	followme_s	45	828	2000	2000	0	225	1453
go-anticorr-folgada	followme_s	46	863	2000	2000	0	238	1560
go-anticorr-folgada	followme_s	47	814	2000	2000	0	225	1545
go-anticorr-folgada	followme_s	48	843	2000	2000	0	229	1511
go-anticorr-folgada	followme_s	49	908	2000	2000	0	226	1594
go-anticorr-folgada	followme_s	50	900	2000	2000	0	226	1506
go-anticorr-folgada	followme_s	51	865	2000	2000	0	225	1474
go-anticorr-folgada	cnemesis	42	460	2000	2000	0	304	1170
go-anticorr-folgada	cnemesis	43	460	2000	2000	0	268	1364
go-anticorr-folgada	cnemesis	44	460	2000	2000	0	278	1320
go-anticorr-folgada	cnemesis	45	460	2000	2000	0	284	1287
go-anticorr-folgada	cnemesis	46	460	2000	2000	0	257	1324
go-anticorr-folgada	cnemesis	47	460	2000	2000	0	310	1372
go-anticorr-folgada	cnemesis	48	460	2000	2000	0	234	1345
go-anticorr-folgada	cnemesis	49	460	2000	2000	0	279	1458
go-anticorr-folgada	cnemesis	50	460	2000	2000	0	226	1304
go-anticorr-folgada	cnemesis	51	460	2000	2000	0	225	1166
go-flat-alta	follow_renewables	42	0	8646	8646	1	-1	0
go-flat-alta	follow_renewables	43	0	8788	8788	1	-1	0
go-flat-alta	follow_renewables	44	0	8679	8679	1	-1	0
go-flat-alta	follow_renewables	45	0	8716	8716	1	-1	0
go-flat-alta	follow_renewables	46	0	8706	8706	1	-1	0
go-flat-alta	follow_renewables	47	0	8650	8650	1	-1	0
go-flat-alta	follow_renewables	48	0	8701	8701	1	-1	0
go-flat-alta	follow_renewables	49	0	8741	8741	1	-1	0
go-flat-alta	follow_renewables	50	0	8727	8727	1	-1	0
go-flat-alta	follow_renewables	51	0	8659	8659	1	-1	0
go-flat-alta	followme_s	42	1039	8691	8646	0	1520	5559
go-flat-alta	followme_s	43	1041	8798	8788	0	1520	5244
go-flat-alta	followme_s	44	1018	8698	8679	0	1520	5824
go-flat-alta	followme_s	45	1028	8727	8716	0	1520	6157
go-flat-alta	followme_s	46	1030	8690	8706	0	1519	6273
go-flat-alta	followme_s	47	1007	8693	8650	0	1520	5880
go-flat-alta	followme_s	48	1041	8749	8701	0	1521	6139
go-flat-alta	followme_s	49	1052	8744	8741	0	1520	6069
go-flat-alta	followme_s	50	1032	8744	8727	0	1520	5769
go-flat-alta	followme_s	51	1015	8668	8659	0	1521	5724
go-flat-alta	cnemesis	42	446	8668	8646	0	1520	5034
go-flat-alta	cnemesis	43	460	8799	8788	0	1520	5233
go-flat-alta	cnemesis	44	450	8677	8679	0	1519	5232
go-flat-alta	cnemesis	45	445	8745	8716	0	1520	5041
go-flat-alta	cnemesis	46	452	8697	8706	0	1519	5187
go-flat-alta	cnemesis	47	454	8706	8650	0	1520	5092
go-flat-alta	cnemesis	48	443	8713	8701	0	1521	5564
go-flat-alta	cnemesis	49	450	8738	8741	0	1520	4384
go-flat-alta	cnemesis	50	460	8726	8727	0	1520	5332
go-flat-alta	cnemesis	51	446	8639	8659	0	1521	4492
go-flat-folgada	follow_renewables	42	0	2000	2000	1	-1	0
go-flat-folgada	follow_renewables	43	0	2000	2000	1	-1	0
go-flat-folgada	follow_renewables	44	0	2000	2000	1	-1	0
go-flat-folgada	follow_renewables	45	0	2000	2000	1	-1	0
go-flat-folgada	follow_renewables	46	0	2000	2000	1	-1	0
go-flat-folgada	follow_renewables	47	0	2000	2000	1	-1	0
go-flat-folgada	follow_renewables	48	0	2000	2000	1	-1	0
go-flat-folgada	follow_renewables	49	0	2000	2000	1	-1	0
go-flat-folgada	follow_renewables	50	0	2000	2000	1	-1	0
go-flat-folgada	follow_renewables	51	0	2000	2000	1	-1	0
go-flat-folgada	followme_s	42	1150	2000	2000	0	227	1603
go-flat-folgada	followme_s	43	1087	2000	2000	0	225	1588
go-flat-folgada	followme_s	44	1148	2000	2000	0	226	1537
go-flat-folgada	followme_s	45	1136	2000	2000	0	225	1561
go-flat-folgada	followme_s	46	1149	2000	2000	0	238	1566
go-flat-folgada	followme_s	47	1146	2000	2000	0	225	1592
go-flat-folgada	followme_s	48	1150	2000	2000	0	229	1558
go-flat-folgada	followme_s	49	1130	2000	2000	0	226	1577
go-flat-folgada	followme_s	50	1143	2000	2000	0	226	1565
go-flat-folgada	followme_s	51	1143	2000	2000	0	225	1628
go-flat-folgada	cnemesis	42	460	2000	2000	0	304	1341
go-flat-folgada	cnemesis	43	460	2000	2000	0	268	1427
go-flat-folgada	cnemesis	44	460	2000	2000	0	278	1464
go-flat-folgada	cnemesis	45	460	2000	2000	0	284	1394
go-flat-folgada	cnemesis	46	460	2000	2000	0	257	1395
go-flat-folgada	cnemesis	47	460	2000	2000	0	310	1453
go-flat-folgada	cnemesis	48	460	2000	2000	0	234	1388
go-flat-folgada	cnemesis	49	460	2000	2000	0	279	1507
go-flat-folgada	cnemesis	50	460	2000	2000	0	226	1400
go-flat-folgada	cnemesis	51	460	2000	2000	0	225	1207
go-realjan-alta	follow_renewables	42	2085	8829	8647	0	2687	5500
go-realjan-alta	follow_renewables	43	2049	8901	8793	0	2690	5564
go-realjan-alta	follow_renewables	44	2045	8821	8656	0	2687	5314
go-realjan-alta	follow_renewables	45	2176	8889	8736	0	2375	5764
go-realjan-alta	follow_renewables	46	2063	8855	8698	0	2690	5428
go-realjan-alta	follow_renewables	47	2054	8863	8653	0	2688	5204
go-realjan-alta	follow_renewables	48	2064	8901	8724	0	2341	5884
go-realjan-alta	follow_renewables	49	2029	8907	8733	0	2692	5630
go-realjan-alta	follow_renewables	50	2087	8819	8725	0	2689	5426
go-realjan-alta	follow_renewables	51	1962	8863	8642	0	2690	5477
go-realjan-alta	followme_s	42	1053	8683	8647	0	1520	5569
go-realjan-alta	followme_s	43	1035	8802	8793	0	1520	5222
go-realjan-alta	followme_s	44	983	8677	8656	0	1520	5803
go-realjan-alta	followme_s	45	1000	8747	8736	0	1520	6021
go-realjan-alta	followme_s	46	1056	8707	8698	0	1519	6263
go-realjan-alta	followme_s	47	996	8674	8653	0	1520	5846
go-realjan-alta	followme_s	48	1085	8763	8724	0	1521	6194
go-realjan-alta	followme_s	49	1035	8752	8733	0	1520	6061
go-realjan-alta	followme_s	50	1037	8748	8725	0	1520	5795
go-realjan-alta	followme_s	51	1052	8665	8642	0	1521	5779
go-realjan-alta	cnemesis	42	382	8840	8647	0	1520	5611
go-realjan-alta	cnemesis	43	372	8894	8793	0	1520	6030
go-realjan-alta	cnemesis	44	342	8847	8656	0	1519	5614
go-realjan-alta	cnemesis	45	351	8919	8736	0	1520	5675
go-realjan-alta	cnemesis	46	395	8857	8698	0	1519	5538
go-realjan-alta	cnemesis	47	391	8858	8653	0	1520	5626
go-realjan-alta	cnemesis	48	337	8896	8724	0	1521	5796
go-realjan-alta	cnemesis	49	336	8896	8733	0	1520	5753
go-realjan-alta	cnemesis	50	338	8859	8725	0	1520	5652
go-realjan-alta	cnemesis	51	379	8846	8642	0	1521	5359
go-realjan-folgada	follow_renewables	42	0	2000	2000	1	-1	0
go-realjan-folgada	follow_renewables	43	0	2000	2000	1	-1	0
go-realjan-folgada	follow_renewables	44	0	2000	2000	1	-1	0
go-realjan-folgada	follow_renewables	45	0	2000	2000	1	-1	0
go-realjan-folgada	follow_renewables	46	0	2000	2000	1	-1	0
go-realjan-folgada	follow_renewables	47	0	2000	2000	1	-1	0
go-realjan-folgada	follow_renewables	48	0	2000	2000	1	-1	0
go-realjan-folgada	follow_renewables	49	0	2000	2000	1	-1	0
go-realjan-folgada	follow_renewables	50	0	2000	2000	1	-1	0
go-realjan-folgada	follow_renewables	51	0	2000	2000	1	-1	0
go-realjan-folgada	followme_s	42	1150	2000	2000	0	227	1603
go-realjan-folgada	followme_s	43	1087	2000	2000	0	225	1588
go-realjan-folgada	followme_s	44	1149	2000	2000	0	226	1537
go-realjan-folgada	followme_s	45	1136	2000	2000	0	225	1561
go-realjan-folgada	followme_s	46	1149	2000	2000	0	238	1566
go-realjan-folgada	followme_s	47	1146	2000	2000	0	225	1592
go-realjan-folgada	followme_s	48	1150	2000	2000	0	229	1558
go-realjan-folgada	followme_s	49	1130	2000	2000	0	226	1577
go-realjan-folgada	followme_s	50	1143	2000	2000	0	226	1565
go-realjan-folgada	followme_s	51	1143	2000	2000	0	225	1628
go-realjan-folgada	cnemesis	42	460	2000	2000	0	304	1341
go-realjan-folgada	cnemesis	43	460	2000	2000	0	268	1427
go-realjan-folgada	cnemesis	44	460	2000	2000	0	278	1464
go-realjan-folgada	cnemesis	45	460	2000	2000	0	284	1394
go-realjan-folgada	cnemesis	46	460	2000	2000	0	257	1395
go-realjan-folgada	cnemesis	47	460	2000	2000	0	310	1453
go-realjan-folgada	cnemesis	48	460	2000	2000	0	234	1388
