celula	migrador	seed	n_migracoes	n_pos_migrador	n_pos_lcdc	identica	primeiro_divergente	n_dst_diferentes
az-anticorr-alta	follow_renewables	42	2696	9627	9493	0	6691	2955
az-anticorr-alta	follow_renewables	43	2760	9816	9721	0	6675	3141
az-anticorr-alta	follow_renewables	44	2720	9672	9565	0	6673	3018
az-anticorr-alta	follow_renewables	45	2693	9628	9455	0	6673	2961
az-anticorr-alta	follow_renewables	46	2751	9744	9638	0	6673	3087
az-anticorr-alta	follow_renewables	47	2738	9637	9499	0	6673	3021
az-anticorr-alta	follow_renewables	48	2741	9785	9666	0	6674	3077
az-anticorr-alta	follow_renewables	49	2740	9719	9599	0	6673	3024
az-anticorr-alta	follow_renewables	50	2710	9617	9478	0	6673	2956
az-anticorr-alta	follow_renewables	51	2719	9696	9542	0	6673	3032
az-anticorr-alta	followme_s	42	1094	9549	9493	0	2736	6202
az-anticorr-alta	followme_s	43	1060	9732	9721	0	2728	5519
az-anticorr-alta	followme_s	44	1072	9603	9565	0	2728	6475
az-anticorr-alta	followme_s	45	1084	9557	9455	0	2728	6573
az-anticorr-alta	followme_s	46	1100	9633	9638	0	2738	6023
az-anticorr-alta	followme_s	47	1098	9528	9499	0	2742	6327
az-anticorr-alta	followme_s	48	1027	9671	9666	0	2732	5791
az-anticorr-alta	followme_s	49	1086	9615	9599	0	2733	6337
az-anticorr-alta	followme_s	50	1087	9530	9478	0	2730	6453
az-anticorr-alta	followme_s	51	1089	9553	9542	0	2728	6140
az-anticorr-alta	cnemesis	42	460	9559	9493	0	2784	5067
az-anticorr-alta	cnemesis	43	460	9728	9721	0	2791	4191
az-anticorr-alta	cnemesis	44	460	9617	9565	0	2796	4574
az-anticorr-alta	cnemesis	45	460	9593	9455	0	2774	6149
az-anticorr-alta	cnemesis	46	460	9687	9638	0	2790	5063
az-anticorr-alta	cnemesis	47	460	9563	9499	0	2786	5739
az-anticorr-alta	cnemesis	48	460	9698	9666	0	2762	6275
az-anticorr-alta	cnemesis	49	460	9648	9599	0	2780	5817
az-anticorr-alta	cnemesis	50	460	9561	9478	0	2802	5579
az-anticorr-alta	cnemesis	51	460	9612	9542	0	2780	4642
az-anticorr-folgada	follow_renewables	42	0	2000	2000	1	-1	0
az-anticorr-folgada	follow_renewables	43	0	2000	2000	1	-1	0
az-anticorr-folgada	follow_renewables	44	0	2000	2000	1	-1	0
az-anticorr-folgada	follow_renewables	45	0	2000	2000	1	-1	0
az-anticorr-folgada	follow_renewables	46	0	2000	2000	1	-1	0
az-anticorr-folgada	follow_renewables	47	0	2000	2000	1	-1	0
az-anticorr-folgada	follow_renewables	48	0	2000	2000	1	-1	0
az-anticorr-folgada	follow_renewables	49	0	2000	2000	1	-1	0
az-anticorr-folgada	follow_renewables	50	0	2000	2000	1	-1	0
az-anticorr-folgada	follow_renewables	51	0	2000	2000	1	-1	0
az-anticorr-folgada	followme_s	42	791	2000	2000	1	-1	0
az-anticorr-folgada	followme_s	43	797	2000	2000	1	-1	0
az-anticorr-folgada	followme_s	44	684	2000	2000	1	-1	0
az-anticorr-folgada	followme_s	45	671	2000	2000	1	-1	0
az-anticorr-folgada	followme_s	46	831	2000	2000	1	-1	0
az-anticorr-folgada	followme_s	47	755	2000	2000	1	-1	0
az-anticorr-folgada	followme_s	48	827	2000	2000	1	-1	0
az-anticorr-folgada	followme_s	49	870	2000	2000	1	-1	0
az-anticorr-folgada	followme_s	50	783	2000	2000	1	-1	0
az-anticorr-folgada	followme_s	51	907	2000	2000	1	-1	0
az-anticorr-folgada	cnemesis	42	460	2000	2000	1	-1	0
az-anticorr-folgada	cnemesis	43	460	2000	2000	1	-1	0
az-anticorr-folgada	cnemesis	44	460	2000	2000	1	-1	0
az-anticorr-folgada	cnemesis	45	460	2000	2000	1	-1	0
az-anticorr-folgada	cnemesis	46	460	2000	2000	1	-1	0
az-anticorr-folgada	cnemesis	47	460	2000	2000	1	-1	0
az-anticorr-folgada	cnemesis	48	460	2000	2000	1	-1	0
az-anticorr-folgada	cnemesis	49	460	2000	2000	1	-1	0
az-anticorr-folgada	cnemesis	50	460	2000	2000	1	-1	0
az-anticorr-folgada	cnemesis	51	460	2000	2000	1	-1	0
az-flat-alta	follow_renewables	42	0	9493	9493	1	-1	0
az-flat-alta	follow_renewables	43	0	9723	9723	1	-1	0
az-flat-alta	follow_renewables	44	0	9565	9565	1	-1	0
az-flat-alta	follow_renewables	45	0	9450	9450	1	-1	0
az-flat-alta	follow_renewables	46	0	9636	9636	1	-1	0
az-flat-alta	follow_renewables	47	0	9506	9506	1	-1	0
az-flat-alta	follow_renewables	48	0	9667	9667	1	-1	0
az-flat-alta	follow_renewables	49	0	9594	9594	1	-1	0
az-flat-alta	follow_renewables	50	0	9480	9480	1	-1	0
az-flat-alta	follow_renewables	51	0	9542	9542	1	-1	0
az-flat-alta	followme_s	42	1070	9543	9493	0	2736	6188
az-flat-alta	followme_s	43	1038	9733	9723	0	2728	5580
az-flat-alta	followme_s	44	1057	9601	9565	0	2728	6459
az-flat-alta	followme_s	45	1070	9551	9450	0	2728	6565
az-flat-alta	followme_s	46	1080	9634	9636	0	2738	6053
az-flat-alta	followme_s	47	1049	9536	9506	0	2742	6338
az-flat-alta	followme_s	48	1033	9671	9667	0	2732	5905
az-flat-alta	followme_s	49	1084	9626	9594	0	2733	6367
az-flat-alta	followme_s	50	1057	9529	9480	0	2730	6452
az-flat-alta	followme_s	51	1067	9545	9542	0	2728	6158
az-flat-alta	cnemesis	42	460	9494	9493	0	2736	4421
az-flat-alta	cnemesis	43	460	9730	9723	0	2728	5192
az-flat-alta	cnemesis	44	460	9580	9565	0	2728	5050
az-flat-alta	cnemesis	45	460	9486	9450	0	2728	6308
az-flat-alta	cnemesis	46	460	9603	9636	0	2739	5602
az-flat-alta	cnemesis	47	460	9520	9506	0	2742	5699
az-flat-alta	cnemesis	48	460	9631	9667	0	2732	5916
az-flat-alta	cnemesis	49	460	9601	9594	0	2735	4946
az-flat-alta	cnemesis	50	460	9530	9480	0	2730	5751
az-flat-alta	cnemesis	51	460	9530	9542	0	2728	4860
az-flat-folgada	follow_renewables	42	0	2000	2000	1	-1	0
az-flat-folgada	follow_renewables	43	0	2000	2000	1	-1	0
az-flat-folgada	follow_renewables	44	0	2000	2000	1	-1	0
az-flat-folgada	follow_renewables	45	0	2000	2000	1	-1	0
az-flat-folgada	follow_renewables	46	0	2000	2000	1	-1	0
az-flat-folgada	follow_renewables	47	0	2000	2000	1	-1	0
az-flat-folgada	follow_renewables	48	0	2000	2000	1	-1	0
az-flat-folgada	follow_renewables	49	0	2000	2000	1	-1	0
az-flat-folgada	follow_renewables	50	0	2000	2000	1	-1	0
az-flat-folgada	follow_renewables	51	0	2000	2000	1	-1	0
az-flat-folgada	followme_s	42	872	2000	2000	1	-1	0
az-flat-folgada	followme_s	43	987	2000	2000	1	-1	0
az-flat-folgada	followme_s	44	914	2000	2000	1	-1	0
az-flat-folgada	followme_s	45	873	2000	2000	1	-1	0
az-flat-folgada	followme_s	46	952	2000	2000	1	-1	0
az-flat-folgada	followme_s	47	888	2000	2000	1	-1	0
az-flat-folgada	followme_s	48	953	2000	2000	1	-1	0
az-flat-folgada	followme_s	49	1031	2000	2000	1	-1	0
az-flat-folgada	followme_s	50	947	2000	2000	1	-1	0
az-flat-folgada	followme_s	51	992	2000	2000	1	-1	0
az-flat-folgada	cnemesis	42	460	2000	2000	1	-1	0
az-flat-folgada	cnemesis	43	460	2000	2000	1	-1	0
az-flat-folgada	cnemesis	44	460	2000	2000	1	-1	0
az-flat-folgada	cnemesis	45	460	2000	2000	1	-1	0
az-flat-folgada	cnemesis	46	460	2000	2000	1	-1	0
az-flat-folgada	cnemesis	47	460	2000	2000	1	-1	0
az-flat-folgada	cnemesis	48	460	2000	2000	1	-1	0
az-flat-folgada	cnemesis	49	460	2000	2000	1	-1	0
az-flat-folgada	cnemesis	50	460	2000	2000	1	-1	0
az-flat-folgada	cnemesis	51	460	2000	2000	1	-1	0
az-realjan-alta	follow_renewables	42	2897	9564	9494	0	3835	5700
az-realjan-alta	follow_renewables	43	2907	9739	9723	0	3842	5424
az-realjan-alta	follow_renewables	44	2921	9633	9565	0	3835	5739
az-realjan-alta	follow_renewables	45	2884	9577	9452	0	3835	5669
az-realjan-alta	follow_renewables	46	2946	9698	9636	0	3835	5753
az-realjan-alta	follow_renewables	47	2876	9579	9506	0	3837	5742
az-realjan-alta	follow_renewables	48	2873	9744	9670	0	3836	5504
az-realjan-alta	follow_renewables	49	2945	9647	9594	0	3835	5813
az-realjan-alta	follow_renewables	50	2909	9583	9479	0	3837	5721
az-realjan-alta	follow_renewables	51	2871	9615	9536	0	3835	5718
az-realjan-alta	followme_s	42	1086	9545	9494	0	2736	6172
az-realjan-alta	followme_s	43	1034	9745	9723	0	2728	5590
az-realjan-alta	followme_s	44	1070	9602	9565	0	2728	6457
az-realjan-alta	followme_s	45	1085	9552	9452	0	2728	6564
az-realjan-alta	followme_s	46	1087	9635	9636	0	2738	5988
az-realjan-alta	followme_s	47	1070	9534	9506	0	2742	6341
az-realjan-alta	followme_s	48	1052	9668	9670	0	2732	6323
az-realjan-alta	followme_s	49	1078	9632	9594	0	2733	6365
az-realjan-alta	followme_s	50	1063	9529	9479	0	2730	6445
az-realjan-alta	followme_s	51	1080	9550	9536	0	2728	6187
az-realjan-alta	cnemesis	42	367	9559	9494	0	2784	4989
az-realjan-alta	cnemesis	43	367	9726	9723	0	2791	3791
az-realjan-alta	cnemesis	44	402	9602	9565	0	2796	4576
az-realjan-alta	cnemesis	45	410	9574	9452	0	2774	6091
az-realjan-alta	cnemesis	46	393	9677	9636	0	2790	4641
az-realjan-alta	cnemesis	47	402	9562	9506	0	2786	5734
