celula,algoritmo,seed,git_sha,total_kwh,total_gco2,total_migrations,total_mig_bytes,mean_active_hosts,final_sla_violations,total_unplaced_vms,algo_wall_total_us
geo3-go-realjun-folgada,follow_renewables,49,305e2b27726305e196eea090fabc312280b39e1f,37.235850831296936,10199.04684548547,536,3166537.136021614,86.00416666666666,16723,0,7410
geo3-go-realjun-folgada,follow_renewables,50,305e2b27726305e196eea090fabc312280b39e1f,36.877884715316995,10082.570810630641,514,2899395.3984918594,83.79583333333333,12284,4,7804
geo3-go-realjun-folgada,follow_renewables,51,305e2b27726305e196eea090fabc312280b39e1f,36.45691154519467,9883.880317117037,550,2965724.4393138885,81.55833333333334,10101,3,7527
geo3-go-realjun-folgada,followme_s,42,305e2b27726305e196eea090fabc312280b39e1f,35.8558809858422,9625.567789503424,1150,9421621.98268509,93.39583333333333,1760,6,14262
geo3-go-realjun-folgada,followme_s,43,305e2b27726305e196eea090fabc312280b39e1f,35.81027412800327,9678.508741868547,1086,8903465.451257706,94.25,3588,6,12168
geo3-go-realjun-folgada,followme_s,44,305e2b27726305e196eea090fabc312280b39e1f,34.99558911600458,9290.856110394005,1149,9430210.43993187,93.75833333333334,1116,4,9351
geo3-go-realjun-folgada,followme_s,45,305e2b27726305e196eea090fabc312280b39e1f,35.12980092556357,9337.516960325125,1136,9340734.13370037,91.55,1199,5,12572
geo3-go-realjun-folgada,followme_s,46,305e2b27726305e196eea090fabc312280b39e1f,35.847144665769946,9687.790715657111,1149,9419907.611766815,93.84166666666667,1711,8,13043
geo3-go-realjun-folgada,followme_s,47,305e2b27726305e196eea090fabc312280b39e1f,35.71918803000986,9618.333630652534,1146,9388995.643943787,92.4375,4933,4,12524
geo3-go-realjun-folgada,followme_s,48,305e2b27726305e196eea090fabc312280b39e1f,33.87999351057933,8924.805623951932,1150,9428665.913134575,91.24166666666666,1723,5,12911
geo3-go-realjun-folgada,followme_s,49,305e2b27726305e196eea090fabc312280b39e1f,36.24109565426924,9813.76934161509,1131,9199739.420928955,97.72083333333333,911,5,10272
geo3-go-realjun-folgada,followme_s,50,305e2b27726305e196eea090fabc312280b39e1f,34.63237067484952,9284.66045751033,1143,9407651.410926819,91.48333333333333,2190,8,11311
geo3-go-realjun-folgada,followme_s,51,305e2b27726305e196eea090fabc312280b39e1f,34.87467925227219,9307.831907984575,1143,9273567.903767586,91.59166666666667,3863,6,12558
geo3-go-realjun-folgada,lowest_carbon_dc,42,305e2b27726305e196eea090fabc312280b39e1f,36.390340277455415,9846.645866614623,0,0.0,96.08333333333333,0,6,1737
geo3-go-realjun-folgada,lowest_carbon_dc,43,305e2b27726305e196eea090fabc312280b39e1f,37.29210122685642,10246.51354255791,0,0.0,101.29583333333333,0,6,1943
geo3-go-realjun-folgada,lowest_carbon_dc,44,305e2b27726305e196eea090fabc312280b39e1f,37.059761292561554,10136.530213608261,0,0.0,99.13333333333334,0,4,1954
geo3-go-realjun-folgada,lowest_carbon_dc,45,305e2b27726305e196eea090fabc312280b39e1f,36.749132205677846,10012.88191078093,0,0.0,98.64583333333333,0,5,1780
geo3-go-realjun-folgada,lowest_carbon_dc,46,305e2b27726305e196eea090fabc312280b39e1f,36.302273612085294,9903.198917079517,0,0.0,96.14166666666667,0,8,1680
geo3-go-realjun-folgada,lowest_carbon_dc,47,305e2b27726305e196eea090fabc312280b39e1f,36.32847256717624,9860.338025924124,0,0.0,97.0625,0,5,4171
geo3-go-realjun-folgada,lowest_carbon_dc,48,305e2b27726305e196eea090fabc312280b39e1f,35.47122295838789,9467.911227255778,0,0.0,95.1125,0,5,1806
geo3-go-realjun-folgada,lowest_carbon_dc,49,305e2b27726305e196eea090fabc312280b39e1f,37.60510228592324,10386.046347389898,0,0.0,101.80833333333334,0,4,1622
geo3-go-realjun-folgada,lowest_carbon_dc,50,305e2b27726305e196eea090fabc312280b39e1f,36.34809887550013,9950.20950289974,0,0.0,98.74166666666666,0,8,1597
geo3-go-realjun-folgada,lowest_carbon_dc,51,305e2b27726305e196eea090fabc312280b39e1f,36.03167714653651,9743.248508757688,0,0.0,96.24166666666666,0,7,2484
geo3-go-realjun-folgada,round_robin,42,305e2b27726305e196eea090fabc312280b39e1f,52.94714799949601,16638.4230151122,0,0.0,148.2125,0,20,489
geo3-go-realjun-folgada,round_robin,43,305e2b27726305e196eea090fabc312280b39e1f,52.894219050860656,16637.268896218775,0,0.0,147.96666666666667,0,19,451
geo3-go-realjun-folgada,round_robin,44,305e2b27726305e196eea090fabc312280b39e1f,52.858726006802755,16657.29691000887,0,0.0,147.63333333333333,0,20,299
geo3-go-realjun-folgada,round_robin,45,305e2b27726305e196eea090fabc312280b39e1f,53.18353864500472,16681.33341862592,0,0.0,148.38333333333333,0,18,389
geo3-go-realjun-folgada,round_robin,46,305e2b27726305e196eea090fabc312280b39e1f,52.8009468875869,16623.54834965102,0,0.0,147.6625,0,19,516
geo3-go-realjun-folgada,round_robin,47,305e2b27726305e196eea090fabc312280b39e1f,52.805592812846584,16572.15365663667,0,0.0,147.77083333333334,0,20,503
geo3-go-realjun-folgada,round_robin,48,305e2b27726305e196eea090fabc312280b39e1f,53.048616203774216,16633.636267781018,0,0.0,148.0625,0,21,593
geo3-go-realjun-folgada,round_robin,49,305e2b27726305e196eea090fabc312280b39e1f,53.0339168231682,16645.083710249004,0,0.0,148.19583333333333,0,20,480
geo3-go-realjun-folgada,round_robin,50,305e2b27726305e196eea090fabc312280b39e1f,52.95160366073448,16620.21814477547,0,0.0,147.93333333333334,0,19,429
geo3-go-realjun-folgada,round_robin,51,305e2b27726305e196eea090fabc312280b39e1f,52.951564412932655,16625.760308823326,0,0.0,147.90833333333333,0,20,462
geo3-go-realjun-folgada,worst_fit,42,305e2b27726305e196eea090fabc312280b39e1f,34.93821646648091,10962.36810154728,0,0.0,62.61666666666667,0,35,1041
geo3-go-realjun-folgada,worst_fit,43,305e2b27726305e196eea090fabc312280b39e1f,34.448670594755754,10823.247676761388,0,0.0,60.9875,0,35,985
geo3-go-realjun-folgada,worst_fit,44,305e2b27726305e196eea090fabc312280b39e1f,34.69992867720155,10977.386772080772,0,0.0,61.7875,0,35,936
geo3-go-realjun-folgada,worst_fit,45,305e2b27726305e196eea090fabc312280b39e1f,35.304510107513394,11094.16814534723,0,0.0,63.0875,0,35,1154
geo3-go-realjun-folgada,worst_fit,46,305e2b27726305e196eea090fabc312280b39e1f,35.324054119605954,11128.788768476621,0,0.0,63.45,0,35,1159
geo3-go-realjun-folgada,worst_fit,47,305e2b27726305e196eea090fabc312280b39e1f,34.54133249361878,10806.976998349288,0,0.0,61.06666666666667,0,35,824
geo3-go-realjun-folgada,worst_fit,48,305e2b27726305e196eea090fabc312280b39e1f,34.738899975471696,10837.162993683753,0,0.0,61.71666666666667,0,35,1144
geo3-go-realjun-folgada,worst_fit,49,305e2b27726305e196eea090fabc312280b39e1f,34.781507636765895,10832.648870164907,0,0.0,61.75833333333333,0,35,998
geo3-go-realjun-folgada,worst_fit,50,305e2b27726305e196eea090fabc312280b39e1f,34.625375508173185,10792.8637309545,0,0.0,61.6,0,36,938
geo3-go-realjun-folgada,worst_fit,51,305e2b27726305e196eea090fabc312280b39e1f,33.66552790184765,10732.353214045346,0,0.0,58.7375,0,35,758
geo3-go-realjun-folgada,wsnb,42,305e2b27726305e196eea090fabc312280b39e1f,36.559383500128575,10114.54350442583,0,0.0,97.0375,0,6,902
geo3-go-realjun-folgada,wsnb,43,305e2b27726305e196eea090fabc312280b39e1f,37.47466205128083,10529.276418672927,0,0.0,101.025,0,5,1348
geo3-go-realjun-folgada,wsnb,44,305e2b27726305e196eea090fabc312280b39e1f,35.56799865098699,9751.89348462925,0,0.0,97.90416666666667,0,4,1046
geo3-go-realjun-folgada,wsnb,45,305e2b27726305e196eea090fabc312280b39e1f,36.80489092147472,10225.898431983176,0,0.0,98.70833333333333,0,7,702
geo3-go-realjun-folgada,wsnb,46,305e2b27726305e196eea090fabc312280b39e1f,36.1317181231497,9942.739518392496,0,0.0,99.075,0,8,1371
geo3-go-realjun-folgada,wsnb,47,305e2b27726305e196eea090fabc312280b39e1f,35.79439073785327,9868.185846021213,0,0.0,96.10833333333333,0,5,1388
geo3-go-realjun-folgada,wsnb,48,305e2b27726305e196eea090fabc312280b39e1f,34.688777574057816,9345.849160254878,0,0.0,94.75416666666666,0,6,1221
geo3-go-realjun-folgada,wsnb,49,305e2b27726305e196eea090fabc312280b39e1f,37.36982598814333,10476.837184977829,0,0.0,101.95,0,5,1209
geo3-go-realjun-folgada,wsnb,50,305e2b27726305e196eea090fabc312280b39e1f,36.059656189337886,9947.894012747554,0,0.0,96.6875,0,8,793
geo3-go-realjun-folgada,wsnb,51,305e2b27726305e196eea090fabc312280b39e1f,35.53600849991771,9723.871266815293,0,0.0,95.37916666666666,0,5,852
hetcap-az-anticorr-folgada,best_fit,42,305e2b27726305e196eea090fabc312280b39e1f,46.13251915000277,10991.882619500815,0,0.0,208.20833333333334,0,0,2503
hetcap-az-anticorr-folgada,best_fit,43,305e2b27726305e196eea090fabc312280b39e1f,45.52845775567545,10959.39501423551,0,0.0,208.0125,0,0,2884
hetcap-az-anticorr-folgada,best_fit,44,305e2b27726305e196eea090fabc312280b39e1f,45.61772759297168,10874.475458408619,0,0.0,207.06666666666666,0,0,2655
hetcap-az-anticorr-folgada,best_fit,45,305e2b27726305e196eea090fabc312280b39e1f,45.898045883907116,11009.285538137008,0,0.0,208.16666666666666,0,0,3613
hetcap-az-anticorr-folgada,best_fit,46,305e2b27726305e196eea090fabc312280b39e1f,45.94157110678347,10933.8296526234,0,0.0,207.89166666666668,0,0,3702
hetcap-az-anticorr-folgada,best_fit,47,305e2b27726305e196eea090fabc312280b39e1f,45.398678388827356,10808.097657172535,0,0.0,206.80416666666667,0,0,4345
hetcap-az-anticorr-folgada,best_fit,48,305e2b27726305e196eea090fabc312280b39e1f,46.16515129198289,10913.789544008538,0,0.0,209.57916666666668,0,0,3462
hetcap-az-anticorr-folgada,best_fit,49,305e2b27726305e196eea090fabc312280b39e1f,45.894193881717584,11016.711714882118,0,0.0,208.40833333333333,0,0,3348
hetcap-az-anticorr-folgada,best_fit,50,305e2b27726305e196eea090fabc312280b39e1f,45.59443876196232,10856.754154889313,0,0.0,205.60416666666666,0,0,3172
hetcap-az-anticorr-folgada,best_fit,51,305e2b27726305e196eea090fabc312280b39e1f,46.22439171730325,10992.305192215865,0,0.0,207.84583333333333,0,0,2931
hetcap-az-anticorr-folgada,bfd,42,305e2b27726305e196eea090fabc312280b39e1f,48.1191099395827,13070.68982361735,0,0.0,222.49583333333334,0,0,3539
hetcap-az-anticorr-folgada,bfd,43,305e2b27726305e196eea090fabc312280b39e1f,47.60529403122998,12833.711501123253,0,0.0,222.17916666666667,0,0,3730
hetcap-az-anticorr-folgada,bfd,44,305e2b27726305e196eea090fabc312280b39e1f,48.36205786765636,13241.773200448053,0,0.0,225.17083333333332,0,0,5034
hetcap-az-anticorr-folgada,bfd,45,305e2b27726305e196eea090fabc312280b39e1f,47.66499411488207,13061.88232980742,0,0.0,222.94166666666666,0,0,3950
hetcap-az-anticorr-folgada,bfd,46,305e2b27726305e196eea090fabc312280b39e1f,48.13210876759198,13216.670775839031,0,0.0,223.17916666666667,0,0,3854
hetcap-az-anticorr-folgada,bfd,47,305e2b27726305e196eea090fabc312280b39e1f,48.106158962645615,13191.719850927755,0,0.0,223.64583333333334,0,0,3608
hetcap-az-anticorr-folgada,bfd,48,305e2b27726305e196eea090fabc312280b39e1f,49.60221782104145,13211.668578347604,0,0.0,227.64166666666668,0,0,3989
hetcap-az-anticorr-folgada,bfd,49,305e2b27726305e196eea090fabc312280b39e1f,47.526029845006605,12963.684512159616,0,0.0,223.1125,0,0,3901
hetcap-az-anticorr-folgada,bfd,50,305e2b27726305e196eea090fabc312280b39e1f,47.889973467592355,12981.469214541155,0,0.0,223.1,0,0,3856
hetcap-az-anticorr-folgada,bfd,51,305e2b27726305e196eea090fabc312280b39e1f,48.961904075331745,13282.05670725192,0,0.0,225.63333333333333,0,0,4063
hetcap-az-anticorr-folgada,cnemesis,42,305e2b27726305e196eea090fabc312280b39e1f,46.42454299848826,5171.195931982611,460,3768964.1176843643,133.32916666666668,117,0,5441
hetcap-az-anticorr-folgada,cnemesis,43,305e2b27726305e196eea090fabc312280b39e1f,43.92736287602427,4815.944757238147,460,3768908.1001081467,123.3625,236,0,6989
hetcap-az-anticorr-folgada,cnemesis,44,305e2b27726305e196eea090fabc312280b39e1f,45.492836020660604,4948.622322986358,460,3768951.651245117,128.475,447,0,5289
hetcap-az-anticorr-folgada,cnemesis,45,305e2b27726305e196eea090fabc312280b39e1f,45.544540827534505,5048.080714407711,460,3768792.6458673477,129.7375,855,0,5963
hetcap-az-anticorr-folgada,cnemesis,46,305e2b27726305e196eea090fabc312280b39e1f,45.84145905630385,5074.613822871635,460,3768948.348049164,130.01666666666668,640,0,5043
hetcap-az-anticorr-folgada,cnemesis,47,305e2b27726305e196eea090fabc312280b39e1f,45.637195704294925,5102.654698371611,460,3768938.2500457764,130.5875,506,0,5943
hetcap-az-anticorr-folgada,cnemesis,48,305e2b27726305e196eea090fabc312280b39e1f,45.6151312601274,5018.268401891388,460,3768909.4795188904,129.24583333333334,459,0,4826
hetcap-az-anticorr-folgada,cnemesis,49,305e2b27726305e196eea090fabc312280b39e1f,45.39388260577734,5064.934714895587,460,3768986.744207382,128.82083333333333,718,0,6146
hetcap-az-anticorr-folgada,cnemesis,50,305e2b27726305e196eea090fabc312280b39e1f,45.41020356294114,4948.437483073936,460,3768896.6852111816,127.78333333333333,75,0,5696
hetcap-az-anticorr-folgada,cnemesis,51,305e2b27726305e196eea090fabc312280b39e1f,45.92773206826589,5037.581899012433,460,3768986.7658462524,129.50416666666666,1197,0,5066
hetcap-az-anticorr-folgada,ffd,42,305e2b27726305e196eea090fabc312280b39e1f,46.55978877251655,9178.77970358527,0,0.0,127.74166666666666,0,0,2446
hetcap-az-anticorr-folgada,ffd,43,305e2b27726305e196eea090fabc312280b39e1f,45.489437406025715,8085.856169051419,0,0.0,121.6875,0,0,2135
hetcap-az-anticorr-folgada,ffd,44,305e2b27726305e196eea090fabc312280b39e1f,45.52777016921454,8220.338238535585,0,0.0,122.14583333333333,0,0,2126
hetcap-az-anticorr-folgada,ffd,45,305e2b27726305e196eea090fabc312280b39e1f,46.26988627191287,8945.741650848493,0,0.0,127.0375,0,0,2247
hetcap-az-anticorr-folgada,ffd,46,305e2b27726305e196eea090fabc312280b39e1f,45.98173561008311,8577.523391098888,0,0.0,126.225,0,0,1535
hetcap-az-anticorr-folgada,ffd,47,305e2b27726305e196eea090fabc312280b39e1f,45.642789951413604,8915.45940814483,0,0.0,125.4125,0,0,2022
hetcap-az-anticorr-folgada,ffd,48,305e2b27726305e196eea090fabc312280b39e1f,46.29785795330254,8845.267746890551,0,0.0,126.02083333333333,0,0,2172
hetcap-az-anticorr-folgada,ffd,49,305e2b27726305e196eea090fabc312280b39e1f,45.32113973774318,8336.950035277876,0,0.0,122.95,0,0,2350
hetcap-az-anticorr-folgada,ffd,50,305e2b27726305e196eea090fabc312280b39e1f,45.64009235184166,8503.067804474984,0,0.0,123.84166666666667,0,0,1868
hetcap-az-anticorr-folgada,ffd,51,305e2b27726305e196eea090fabc312280b39e1f,46.456176828227626,8718.697780474597,0,0.0,127.33333333333333,0,0,1464
hetcap-az-anticorr-folgada,first_fit,42,305e2b27726305e196eea090fabc312280b39e1f,46.17805713242268,8591.88686298904,0,0.0,125.97916666666667,0,0,1238
hetcap-az-anticorr-folgada,first_fit,43,305e2b27726305e196eea090fabc312280b39e1f,45.12780343956687,7683.75937393241,0,0.0,119.98333333333333,0,0,1676
hetcap-az-anticorr-folgada,first_fit,44,305e2b27726305e196eea090fabc312280b39e1f,45.587996699158204,7788.443610235099,0,0.0,122.2875,0,0,1236
hetcap-az-anticorr-folgada,first_fit,45,305e2b27726305e196eea090fabc312280b39e1f,45.64415089136692,8395.820769199536,0,0.0,125.06666666666666,0,0,1348
hetcap-az-anticorr-folgada,first_fit,46,305e2b27726305e196eea090fabc312280b39e1f,45.322567287958975,8228.011803137342,0,0.0,123.14166666666667,0,0,1123
hetcap-az-anticorr-folgada,first_fit,47,305e2b27726305e196eea090fabc312280b39e1f,45.441737429493436,8260.304855789516,0,0.0,124.47083333333333,0,0,1443
hetcap-az-anticorr-folgada,first_fit,48,305e2b27726305e196eea090fabc312280b39e1f,45.49858152092154,8341.28338944557,0,0.0,122.85833333333333,0,0,1331
hetcap-az-anticorr-folgada,first_fit,49,305e2b27726305e196eea090fabc312280b39e1f,45.14274699055009,8037.345516296131,0,0.0,122.12916666666666,0,0,929
hetcap-az-anticorr-folgada,first_fit,50,305e2b27726305e196eea090fabc312280b39e1f,45.045469240840326,7907.05333803189,0,0.0,121.87083333333334,0,0,1204
hetcap-az-anticorr-folgada,first_fit,51,305e2b27726305e196eea090fabc312280b39e1f,45.48425161793121,8153.098173759849,0,0.0,122.975,0,0,1221
hetcap-az-anticorr-folgada,follow_renewables,42,305e2b27726305e196eea090fabc312280b39e1f,47.61824717657899,5548.571153660527,0,0.0,138.96666666666667,0,0,8526
hetcap-az-anticorr-folgada,follow_renewables,43,305e2b27726305e196eea090fabc312280b39e1f,46.71455870935252,5306.750012250738,0,0.0,133.73333333333332,0,0,8453
hetcap-az-anticorr-folgada,follow_renewables,44,305e2b27726305e196eea090fabc312280b39e1f,47.10038602065592,5388.499354595066,0,0.0,135.475,0,0,8540
hetcap-az-anticorr-folgada,follow_renewables,45,305e2b27726305e196eea090fabc312280b39e1f,47.27001166086361,5534.15358093688,0,0.0,137.95,0,0,8463
hetcap-az-anticorr-folgada,follow_renewables,46,305e2b27726305e196eea090fabc312280b39e1f,47.233992391503776,5482.199811168306,0,0.0,137.1375,0,0,6493
hetcap-az-anticorr-folgada,follow_renewables,47,305e2b27726305e196eea090fabc312280b39e1f,46.58289570429078,5396.351995573645,0,0.0,135.4625,0,0,8195
hetcap-az-anticorr-folgada,follow_renewables,48,305e2b27726305e196eea090fabc312280b39e1f,47.143085429819294,5462.455400594168,0,0.0,136.8,0,0,8236
hetcap-az-anticorr-folgada,follow_renewables,49,305e2b27726305e196eea090fabc312280b39e1f,46.99411177577112,5505.042960327656,0,0.0,136.475,0,0,5977
hetcap-az-anticorr-folgada,follow_renewables,50,305e2b27726305e196eea090fabc312280b39e1f,46.43374940535554,5260.943322882598,0,0.0,133.08333333333334,0,0,8721
hetcap-az-anticorr-folgada,follow_renewables,51,305e2b27726305e196eea090fabc312280b39e1f,47.420190419765845,5470.10496303969,0,0.0,137.0875,0,0,9114
hetcap-az-anticorr-folgada,followme_s,42,305e2b27726305e196eea090fabc312280b39e1f,45.7456983458282,4835.109474197774,825,6754714.575479507,130.625,854,0,30160
hetcap-az-anticorr-folgada,followme_s,43,305e2b27726305e196eea090fabc312280b39e1f,44.34684182683011,4562.2119511446635,793,6566632.239109993,126.24583333333334,685,0,37986
hetcap-az-anticorr-folgada,followme_s,44,305e2b27726305e196eea090fabc312280b39e1f,45.08361600707356,4691.955456241828,770,6355720.427097321,127.47083333333333,0,0,34252
hetcap-az-anticorr-folgada,followme_s,45,305e2b27726305e196eea090fabc312280b39e1f,45.162803730146955,4697.974119633382,734,6104455.275267601,129.3375,1588,0,29852
hetcap-az-anticorr-folgada,followme_s,46,305e2b27726305e196eea090fabc312280b39e1f,45.53111270557579,4743.92203502707,805,6586218.3505830765,130.3375,1303,0,35600
hetcap-az-anticorr-folgada,followme_s,47,305e2b27726305e196eea090fabc312280b39e1f,45.07311623193838,4737.538898349056,738,6121006.257811546,128.85416666666666,695,0,37985
hetcap-az-anticorr-folgada,followme_s,48,305e2b27726305e196eea090fabc312280b39e1f,45.32913626246678,4681.149209583508,756,6268269.035190582,129.625,1256,0,40455
hetcap-az-anticorr-folgada,followme_s,49,305e2b27726305e196eea090fabc312280b39e1f,45.08971317372445,4744.362455014726,862,7132595.131353378,129.95,0,0,31616
hetcap-az-anticorr-folgada,followme_s,50,305e2b27726305e196eea090fabc312280b39e1f,45.974610655366455,4829.170070510286,760,6285008.9560956955,131.325,159,0,34251
hetcap-az-anticorr-folgada,followme_s,51,305e2b27726305e196eea090fabc312280b39e1f,45.51359458644326,4752.669594625497,845,6995118.511205673,129.32083333333333,1510,0,35276
hetcap-az-anticorr-folgada,lowest_carbon_dc,42,305e2b27726305e196eea090fabc312280b39e1f,47.61824717657899,5548.571153660527,0,0.0,138.96666666666667,0,0,4839
hetcap-az-anticorr-folgada,lowest_carbon_dc,43,305e2b27726305e196eea090fabc312280b39e1f,46.71455870935252,5306.750012250738,0,0.0,133.73333333333332,0,0,4109
hetcap-az-anticorr-folgada,lowest_carbon_dc,44,305e2b27726305e196eea090fabc312280b39e1f,47.10038602065592,5388.499354595066,0,0.0,135.475,0,0,4779
hetcap-az-anticorr-folgada,lowest_carbon_dc,45,305e2b27726305e196eea090fabc312280b39e1f,47.27001166086361,5534.15358093688,0,0.0,137.95,0,0,4399
hetcap-az-anticorr-folgada,lowest_carbon_dc,46,305e2b27726305e196eea090fabc312280b39e1f,47.233992391503776,5482.199811168306,0,0.0,137.1375,0,0,4967
hetcap-az-anticorr-folgada,lowest_carbon_dc,47,305e2b27726305e196eea090fabc312280b39e1f,46.58289570429078,5396.351995573645,0,0.0,135.4625,0,0,3325
hetcap-az-anticorr-folgada,lowest_carbon_dc,48,305e2b27726305e196eea090fabc312280b39e1f,47.143085429819294,5462.455400594168,0,0.0,136.8,0,0,6532
hetcap-az-anticorr-folgada,lowest_carbon_dc,49,305e2b27726305e196eea090fabc312280b39e1f,46.99411177577112,5505.042960327656,0,0.0,136.475,0,0,3082
hetcap-az-anticorr-folgada,lowest_carbon_dc,50,305e2b27726305e196eea090fabc312280b39e1f,46.43374940535554,5260.943322882598,0,0.0,133.08333333333334,0,0,4535
hetcap-az-anticorr-folgada,lowest_carbon_dc,51,305e2b27726305e196eea090fabc312280b39e1f,47.420190419765845,5470.10496303969,0,0.0,137.0875,0,0,4502
hetcap-az-anticorr-folgada,round_robin,42,305e2b27726305e196eea090fabc312280b39e1f,132.54329929323188,38491.8623120853,0,0.0,362.4291666666667,0,0,1656
hetcap-az-anticorr-folgada,round_robin,43,305e2b27726305e196eea090fabc312280b39e1f,131.79186374853674,37811.21724573074,0,0.0,364.425,0,0,1241
hetcap-az-anticorr-folgada,round_robin,44,305e2b27726305e196eea090fabc312280b39e1f,134.1175423455589,38644.79248004669,0,0.0,364.5125,0,0,1297
hetcap-az-anticorr-folgada,round_robin,45,305e2b27726305e196eea090fabc312280b39e1f,133.88543924208784,38330.86183887998,0,0.0,363.825,0,0,1502
hetcap-az-anticorr-folgada,round_robin,46,305e2b27726305e196eea090fabc312280b39e1f,134.8794511057863,39937.21002255546,0,0.0,367.325,0,0,1590
hetcap-az-anticorr-folgada,round_robin,47,305e2b27726305e196eea090fabc312280b39e1f,131.3150453562973,37359.875697499934,0,0.0,362.09583333333336,0,0,2322
hetcap-az-anticorr-folgada,round_robin,48,305e2b27726305e196eea090fabc312280b39e1f,131.29398130231328,37362.94327838981,0,0.0,361.3208333333333,0,0,1546
hetcap-az-anticorr-folgada,round_robin,49,305e2b27726305e196eea090fabc312280b39e1f,132.89933561014604,38574.70597411818,0,0.0,362.03333333333336,0,0,2096
hetcap-az-anticorr-folgada,round_robin,50,305e2b27726305e196eea090fabc312280b39e1f,133.13079426751966,39394.64332651758,0,0.0,364.29583333333335,0,0,2173
hetcap-az-anticorr-folgada,round_robin,51,305e2b27726305e196eea090fabc312280b39e1f,136.4196689405905,38547.47051257652,0,0.0,367.7291666666667,0,0,1899
hetcap-az-anticorr-folgada,worst_fit,42,305e2b27726305e196eea090fabc312280b39e1f,63.44071341527113,18440.31599278609,0,0.0,82.1125,0,0,3218
hetcap-az-anticorr-folgada,worst_fit,43,305e2b27726305e196eea090fabc312280b39e1f,61.28590410151185,17766.563439918784,0,0.0,79.3875,0,0,2873
hetcap-az-anticorr-folgada,worst_fit,44,305e2b27726305e196eea090fabc312280b39e1f,62.871786319118556,17932.464308628227,0,0.0,81.34166666666667,0,0,2838
hetcap-az-anticorr-folgada,worst_fit,45,305e2b27726305e196eea090fabc312280b39e1f,61.920031716103345,17825.522846373005,0,0.0,80.13333333333334,0,0,2699
hetcap-az-anticorr-folgada,worst_fit,46,305e2b27726305e196eea090fabc312280b39e1f,62.608817732943194,18473.688934750386,0,0.0,81.07916666666667,0,0,3002
hetcap-az-anticorr-folgada,worst_fit,47,305e2b27726305e196eea090fabc312280b39e1f,61.512162763130554,18286.854892058767,0,0.0,79.80416666666666,0,0,3039
hetcap-az-anticorr-folgada,worst_fit,48,305e2b27726305e196eea090fabc312280b39e1f,62.30063551266915,18236.464561769608,0,0.0,80.74583333333334,0,0,3804
hetcap-az-anticorr-folgada,worst_fit,49,305e2b27726305e196eea090fabc312280b39e1f,61.49045071440268,18134.348048156447,0,0.0,79.69583333333334,0,0,3789
hetcap-az-anticorr-folgada,worst_fit,50,305e2b27726305e196eea090fabc312280b39e1f,61.208485308875865,18287.382972195068,0,0.0,79.41666666666667,0,0,3407
hetcap-az-anticorr-folgada,worst_fit,51,305e2b27726305e196eea090fabc312280b39e1f,62.5451472844656,18238.30250985516,0,0.0,80.96666666666667,0,0,3418
hetcap-az-anticorr-folgada,wsnb,42,305e2b27726305e196eea090fabc312280b39e1f,45.45484885519711,6158.354974617894,0,0.0,173.79583333333332,0,0,3718
hetcap-az-anticorr-folgada,wsnb,43,305e2b27726305e196eea090fabc312280b39e1f,45.1448333004483,6184.563331640709,0,0.0,175.36666666666667,0,0,3518
hetcap-az-anticorr-folgada,wsnb,44,305e2b27726305e196eea090fabc312280b39e1f,45.69759512340694,6334.347721553064,0,0.0,176.975,0,0,2954
hetcap-az-anticorr-folgada,wsnb,45,305e2b27726305e196eea090fabc312280b39e1f,45.775862371676894,6254.328676219671,0,0.0,177.61666666666667,0,0,2612
hetcap-az-anticorr-folgada,wsnb,46,305e2b27726305e196eea090fabc312280b39e1f,45.60591940220862,6254.271386548415,0,0.0,176.4125,0,0,2943
hetcap-az-anticorr-folgada,wsnb,47,305e2b27726305e196eea090fabc312280b39e1f,45.223026501247396,6101.680241457274,0,0.0,175.00416666666666,0,0,3464
hetcap-az-anticorr-folgada,wsnb,48,305e2b27726305e196eea090fabc312280b39e1f,45.40913768277201,6133.811931884615,0,0.0,175.3125,0,0,2159
hetcap-az-anticorr-folgada,wsnb,49,305e2b27726305e196eea090fabc312280b39e1f,44.91238909461959,6053.075606276294,0,0.0,174.1625,0,0,2493
hetcap-az-anticorr-folgada,wsnb,50,305e2b27726305e196eea090fabc312280b39e1f,44.50598754328398,6058.253144750832,0,0.0,171.48333333333332,0,0,2464
hetcap-az-anticorr-folgada,wsnb,51,305e2b27726305e196eea090fabc312280b39e1f,44.929144532238766,6115.069033530529,0,0.0,172.85,0,0,2392
hetcap-az-realjun-folgada,best_fit,42,305e2b27726305e196eea090fabc312280b39e1f,46.13251915000277,25371.359490878793,0,0.0,208.20833333333334,0,0,2092
hetcap-az-realjun-folgada,best_fit,43,305e2b27726305e196eea090fabc312280b39e1f,45.52845775567545,24563.464709878397,0,0.0,208.0125,0,0,3564
hetcap-az-realjun-folgada,best_fit,44,305e2b27726305e196eea090fabc312280b39e1f,45.61772759297168,25020.35820604368,0,0.0,207.06666666666666,0,0,3735
hetcap-az-realjun-folgada,best_fit,45,305e2b27726305e196eea090fabc312280b39e1f,45.898045883907116,25220.817943375114,0,0.0,208.16666666666666,0,0,3215
hetcap-az-realjun-folgada,best_fit,46,305e2b27726305e196eea090fabc312280b39e1f,45.94157110678347,25018.335192225324,0,0.0,207.89166666666668,0,0,2656
